"microorganism"	"antibiotic"
"Achromobacter deleyi"	"Flurithromycin"
"Achromobacter deleyi"	"Fusidic acid"
"Achromobacter deleyi"	"Josamycin"
"Achromobacter deleyi"	"Lincomycin"
"Achromobacter deleyi"	"Linezolid"
"Achromobacter deleyi"	"Loracarbef"
"Achromobacter deleyi"	"Midecamycin"
"Achromobacter deleyi"	"Miocamycin"
"Achromobacter deleyi"	"Norvancomycin"
"Achromobacter deleyi"	"Oleandomycin"
"Achromobacter deleyi"	"Oritavancin"
"Achromobacter deleyi"	"Benzylpenicillin"
"Achromobacter deleyi"	"Pirlimycin"
"Achromobacter deleyi"	"Pristinamycin"
"Achromobacter deleyi"	"Quinupristin/dalfopristin"
"Achromobacter deleyi"	"Ramoplanin"
"Achromobacter deleyi"	"Rifampicin"
"Achromobacter deleyi"	"Rokitamycin"
"Achromobacter deleyi"	"Roxithromycin"
"Achromobacter deleyi"	"Spiramycin"
"Achromobacter deleyi"	"Tedizolid"
"Achromobacter deleyi"	"Teicoplanin"
"Achromobacter deleyi"	"Teicoplanin-macromethod"
"Achromobacter deleyi"	"Telavancin"
"Achromobacter deleyi"	"Telithromycin"
"Achromobacter deleyi"	"Thiacetazone"
"Achromobacter deleyi"	"Troleandomycin"
"Achromobacter deleyi"	"Vancomycin"
"Achromobacter denitrificans"	"Avoparcin"
"Achromobacter denitrificans"	"Azithromycin"
"Achromobacter denitrificans"	"Cefacetrile"
"Achromobacter denitrificans"	"Cefaclor"
"Achromobacter denitrificans"	"Cefadroxil"
"Achromobacter denitrificans"	"Cefaloridine"
"Achromobacter denitrificans"	"Cefamandole"
"Achromobacter denitrificans"	"Cefatrizine"
"Achromobacter denitrificans"	"Cefazedone"
"Achromobacter denitrificans"	"Cefazolin"
"Achromobacter denitrificans"	"Cefmetazole"
"Achromobacter denitrificans"	"Cefonicid"
"Achromobacter denitrificans"	"Ceforanide"
"Achromobacter denitrificans"	"Cefotetan"
"Achromobacter denitrificans"	"Cefotiam"
"Achromobacter denitrificans"	"Cefoxitin"
"Achromobacter denitrificans"	"Cefprozil"
"Achromobacter denitrificans"	"Cefroxadine"
"Achromobacter denitrificans"	"Ceftezole"
"Achromobacter denitrificans"	"Cefuroxime"
"Achromobacter denitrificans"	"Cephalexin"
"Achromobacter denitrificans"	"Cephalothin"
"Achromobacter denitrificans"	"Cephapirin"
"Achromobacter denitrificans"	"Cephradine"
"Achromobacter denitrificans"	"Clarithromycin"
"Achromobacter denitrificans"	"Clindamycin"
"Achromobacter denitrificans"	"Cycloserine"
"Achromobacter denitrificans"	"Dalbavancin"
"Achromobacter denitrificans"	"Dirithromycin"
"Achromobacter denitrificans"	"Erythromycin"
"Achromobacter denitrificans"	"Flurithromycin"
"Achromobacter denitrificans"	"Fusidic acid"
"Achromobacter denitrificans"	"Josamycin"
"Achromobacter denitrificans"	"Lincomycin"
"Achromobacter denitrificans"	"Linezolid"
"Achromobacter denitrificans"	"Loracarbef"
"Achromobacter denitrificans"	"Midecamycin"
"Achromobacter denitrificans"	"Miocamycin"
"Achromobacter denitrificans"	"Norvancomycin"
"Achromobacter denitrificans"	"Oleandomycin"
"Achromobacter denitrificans"	"Oritavancin"
"Achromobacter denitrificans"	"Benzylpenicillin"
"Achromobacter denitrificans"	"Pirlimycin"
"Achromobacter denitrificans"	"Pristinamycin"
"Achromobacter denitrificans"	"Quinupristin/dalfopristin"
"Achromobacter denitrificans"	"Ramoplanin"
"Achromobacter denitrificans"	"Rifampicin"
"Achromobacter denitrificans"	"Rokitamycin"
"Achromobacter denitrificans"	"Roxithromycin"
"Achromobacter denitrificans"	"Spiramycin"
"Achromobacter denitrificans"	"Tedizolid"
"Achromobacter denitrificans"	"Teicoplanin"
"Achromobacter denitrificans"	"Teicoplanin-macromethod"
"Achromobacter denitrificans"	"Telavancin"
"Achromobacter denitrificans"	"Telithromycin"
"Achromobacter denitrificans"	"Thiacetazone"
"Achromobacter denitrificans"	"Troleandomycin"
"Achromobacter denitrificans"	"Vancomycin"
"Achromobacter dolens"	"Avoparcin"
"Achromobacter dolens"	"Azithromycin"
"Achromobacter dolens"	"Cefacetrile"
"Achromobacter dolens"	"Cefaclor"
"Achromobacter dolens"	"Cefadroxil"
"Achromobacter dolens"	"Cefaloridine"
"Achromobacter dolens"	"Cefamandole"
"Achromobacter dolens"	"Cefatrizine"
"Achromobacter dolens"	"Cefazedone"
"Achromobacter dolens"	"Cefazolin"
"Achromobacter dolens"	"Cefmetazole"
"Achromobacter dolens"	"Cefonicid"
"Achromobacter dolens"	"Ceforanide"
"Achromobacter dolens"	"Cefotetan"
"Achromobacter dolens"	"Cefotiam"
"Achromobacter dolens"	"Cefoxitin"
"Achromobacter dolens"	"Cefprozil"
"Achromobacter dolens"	"Cefroxadine"
"Achromobacter dolens"	"Ceftezole"
"Achromobacter dolens"	"Cefuroxime"
"Achromobacter dolens"	"Cephalexin"
"Achromobacter dolens"	"Cephalothin"
"Achromobacter dolens"	"Cephapirin"
"Achromobacter dolens"	"Cephradine"
"Achromobacter dolens"	"Clarithromycin"
"Achromobacter dolens"	"Clindamycin"
"Achromobacter dolens"	"Cycloserine"
"Achromobacter dolens"	"Dalbavancin"
"Achromobacter dolens"	"Dirithromycin"
"Achromobacter dolens"	"Erythromycin"
"Achromobacter dolens"	"Flurithromycin"
"Achromobacter dolens"	"Fusidic acid"
"Achromobacter dolens"	"Josamycin"
"Achromobacter dolens"	"Lincomycin"
"Achromobacter dolens"	"Linezolid"
"Achromobacter dolens"	"Loracarbef"
"Achromobacter dolens"	"Midecamycin"
"Achromobacter dolens"	"Miocamycin"
"Achromobacter dolens"	"Norvancomycin"
"Achromobacter dolens"	"Oleandomycin"
"Achromobacter dolens"	"Oritavancin"
"Achromobacter dolens"	"Benzylpenicillin"
"Achromobacter dolens"	"Pirlimycin"
"Achromobacter dolens"	"Pristinamycin"
"Achromobacter dolens"	"Quinupristin/dalfopristin"
"Achromobacter dolens"	"Ramoplanin"
"Achromobacter dolens"	"Rifampicin"
"Achromobacter dolens"	"Rokitamycin"
"Achromobacter dolens"	"Roxithromycin"
"Achromobacter dolens"	"Spiramycin"
"Achromobacter dolens"	"Tedizolid"
"Achromobacter dolens"	"Teicoplanin"
"Achromobacter dolens"	"Teicoplanin-macromethod"
"Achromobacter dolens"	"Telavancin"
"Achromobacter dolens"	"Telithromycin"
"Achromobacter dolens"	"Thiacetazone"
"Achromobacter dolens"	"Troleandomycin"
"Achromobacter dolens"	"Vancomycin"
"Achromobacter insolitus"	"Avoparcin"
"Achromobacter insolitus"	"Azithromycin"
"Achromobacter insolitus"	"Cefacetrile"
"Achromobacter insolitus"	"Cefaclor"
"Achromobacter insolitus"	"Cefadroxil"
"Achromobacter insolitus"	"Cefaloridine"
"Achromobacter insolitus"	"Cefamandole"
"Achromobacter insolitus"	"Cefatrizine"
"Achromobacter insolitus"	"Cefazedone"
"Achromobacter insolitus"	"Cefazolin"
"Achromobacter insolitus"	"Cefmetazole"
"Achromobacter insolitus"	"Cefonicid"
"Achromobacter insolitus"	"Ceforanide"
"Achromobacter insolitus"	"Cefotetan"
"Achromobacter insolitus"	"Cefotiam"
"Achromobacter insolitus"	"Cefoxitin"
"Achromobacter insolitus"	"Cefprozil"
"Achromobacter insolitus"	"Cefroxadine"
"Achromobacter insolitus"	"Ceftezole"
"Achromobacter insolitus"	"Cefuroxime"
"Achromobacter insolitus"	"Cephalexin"
"Achromobacter insolitus"	"Cephalothin"
"Achromobacter insolitus"	"Cephapirin"
"Achromobacter insolitus"	"Cephradine"
"Achromobacter insolitus"	"Clarithromycin"
"Achromobacter insolitus"	"Clindamycin"
"Achromobacter insolitus"	"Cycloserine"
"Achromobacter insolitus"	"Dalbavancin"
"Achromobacter insolitus"	"Dirithromycin"
"Achromobacter insolitus"	"Erythromycin"
"Achromobacter insolitus"	"Flurithromycin"
"Achromobacter insolitus"	"Fusidic acid"
"Achromobacter insolitus"	"Josamycin"
"Achromobacter insolitus"	"Lincomycin"
"Achromobacter insolitus"	"Linezolid"
"Achromobacter insolitus"	"Loracarbef"
"Achromobacter insolitus"	"Midecamycin"
"Achromobacter insolitus"	"Miocamycin"
"Achromobacter insolitus"	"Norvancomycin"
"Achromobacter insolitus"	"Oleandomycin"
"Achromobacter insolitus"	"Oritavancin"
"Achromobacter insolitus"	"Benzylpenicillin"
"Achromobacter insolitus"	"Pirlimycin"
"Achromobacter insolitus"	"Pristinamycin"
"Achromobacter insolitus"	"Quinupristin/dalfopristin"
"Achromobacter insolitus"	"Ramoplanin"
"Achromobacter insolitus"	"Rifampicin"
"Achromobacter insolitus"	"Rokitamycin"
"Achromobacter insolitus"	"Roxithromycin"
"Achromobacter insolitus"	"Spiramycin"
"Achromobacter insolitus"	"Tedizolid"
"Achromobacter insolitus"	"Teicoplanin"
"Achromobacter insolitus"	"Teicoplanin-macromethod"
"Achromobacter insolitus"	"Telavancin"
"Achromobacter insolitus"	"Telithromycin"
"Achromobacter insolitus"	"Thiacetazone"
"Achromobacter insolitus"	"Troleandomycin"
"Achromobacter insolitus"	"Vancomycin"
"Achromobacter insuavis"	"Avoparcin"
"Achromobacter insuavis"	"Azithromycin"
"Achromobacter insuavis"	"Cefacetrile"
"Achromobacter insuavis"	"Cefaclor"
"Achromobacter insuavis"	"Cefadroxil"
"Achromobacter insuavis"	"Cefaloridine"
"Achromobacter insuavis"	"Cefamandole"
"Achromobacter insuavis"	"Cefatrizine"
"Achromobacter insuavis"	"Cefazedone"
"Achromobacter insuavis"	"Cefazolin"
"Achromobacter insuavis"	"Cefmetazole"
"Achromobacter insuavis"	"Cefonicid"
"Achromobacter insuavis"	"Ceforanide"
"Achromobacter insuavis"	"Cefotetan"
"Achromobacter insuavis"	"Cefotiam"
"Achromobacter insuavis"	"Cefoxitin"
"Achromobacter insuavis"	"Cefprozil"
"Achromobacter insuavis"	"Cefroxadine"
"Achromobacter insuavis"	"Ceftezole"
"Achromobacter insuavis"	"Cefuroxime"
"Achromobacter insuavis"	"Cephalexin"
"Achromobacter insuavis"	"Cephalothin"
"Achromobacter insuavis"	"Cephapirin"
"Achromobacter insuavis"	"Cephradine"
"Achromobacter insuavis"	"Clarithromycin"
"Achromobacter insuavis"	"Clindamycin"
"Achromobacter insuavis"	"Cycloserine"
"Achromobacter insuavis"	"Dalbavancin"
"Achromobacter insuavis"	"Dirithromycin"
"Achromobacter insuavis"	"Erythromycin"
"Achromobacter insuavis"	"Flurithromycin"
"Achromobacter insuavis"	"Fusidic acid"
"Achromobacter insuavis"	"Josamycin"
"Achromobacter insuavis"	"Lincomycin"
"Achromobacter insuavis"	"Linezolid"
"Achromobacter insuavis"	"Loracarbef"
"Achromobacter insuavis"	"Midecamycin"
"Achromobacter insuavis"	"Miocamycin"
"Achromobacter insuavis"	"Norvancomycin"
"Achromobacter insuavis"	"Oleandomycin"
"Achromobacter insuavis"	"Oritavancin"
"Achromobacter insuavis"	"Benzylpenicillin"
"Achromobacter insuavis"	"Pirlimycin"
"Achromobacter insuavis"	"Pristinamycin"
"Achromobacter insuavis"	"Quinupristin/dalfopristin"
"Achromobacter insuavis"	"Ramoplanin"
"Achromobacter insuavis"	"Rifampicin"
"Achromobacter insuavis"	"Rokitamycin"
"Achromobacter insuavis"	"Roxithromycin"
"Achromobacter insuavis"	"Spiramycin"
"Achromobacter insuavis"	"Tedizolid"
"Achromobacter insuavis"	"Teicoplanin"
"Achromobacter insuavis"	"Teicoplanin-macromethod"
"Achromobacter insuavis"	"Telavancin"
"Achromobacter insuavis"	"Telithromycin"
"Achromobacter insuavis"	"Thiacetazone"
"Achromobacter insuavis"	"Troleandomycin"
"Achromobacter insuavis"	"Vancomycin"
"Achromobacter kerstersii"	"Avoparcin"
"Achromobacter kerstersii"	"Azithromycin"
"Achromobacter kerstersii"	"Cefacetrile"
"Achromobacter kerstersii"	"Cefaclor"
"Achromobacter kerstersii"	"Cefadroxil"
"Achromobacter kerstersii"	"Cefaloridine"
"Achromobacter kerstersii"	"Cefamandole"
"Achromobacter kerstersii"	"Cefatrizine"
"Achromobacter kerstersii"	"Cefazedone"
"Achromobacter kerstersii"	"Cefazolin"
"Achromobacter kerstersii"	"Cefmetazole"
"Achromobacter kerstersii"	"Cefonicid"
"Achromobacter kerstersii"	"Ceforanide"
"Achromobacter kerstersii"	"Cefotetan"
"Achromobacter kerstersii"	"Cefotiam"
"Achromobacter kerstersii"	"Cefoxitin"
"Achromobacter kerstersii"	"Cefprozil"
"Achromobacter kerstersii"	"Cefroxadine"
"Achromobacter kerstersii"	"Ceftezole"
"Achromobacter kerstersii"	"Cefuroxime"
"Achromobacter kerstersii"	"Cephalexin"
"Achromobacter kerstersii"	"Cephalothin"
"Achromobacter kerstersii"	"Cephapirin"
"Achromobacter kerstersii"	"Cephradine"
"Achromobacter kerstersii"	"Clarithromycin"
"Achromobacter kerstersii"	"Clindamycin"
"Achromobacter kerstersii"	"Cycloserine"
"Achromobacter kerstersii"	"Dalbavancin"
"Achromobacter kerstersii"	"Dirithromycin"
"Achromobacter kerstersii"	"Erythromycin"
"Achromobacter kerstersii"	"Flurithromycin"
"Achromobacter kerstersii"	"Fusidic acid"
"Achromobacter kerstersii"	"Josamycin"
"Achromobacter kerstersii"	"Lincomycin"
"Achromobacter kerstersii"	"Linezolid"
"Achromobacter kerstersii"	"Loracarbef"
"Achromobacter kerstersii"	"Midecamycin"
"Achromobacter kerstersii"	"Miocamycin"
"Achromobacter kerstersii"	"Norvancomycin"
"Achromobacter kerstersii"	"Oleandomycin"
"Achromobacter kerstersii"	"Oritavancin"
"Achromobacter kerstersii"	"Benzylpenicillin"
"Achromobacter kerstersii"	"Pirlimycin"
"Achromobacter kerstersii"	"Pristinamycin"
"Achromobacter kerstersii"	"Quinupristin/dalfopristin"
"Achromobacter kerstersii"	"Ramoplanin"
"Achromobacter kerstersii"	"Rifampicin"
"Achromobacter kerstersii"	"Rokitamycin"
"Achromobacter kerstersii"	"Roxithromycin"
"Achromobacter kerstersii"	"Spiramycin"
"Achromobacter kerstersii"	"Tedizolid"
"Achromobacter kerstersii"	"Teicoplanin"
"Achromobacter kerstersii"	"Teicoplanin-macromethod"
"Achromobacter kerstersii"	"Telavancin"
"Achromobacter kerstersii"	"Telithromycin"
"Achromobacter kerstersii"	"Thiacetazone"
"Achromobacter kerstersii"	"Troleandomycin"
"Achromobacter kerstersii"	"Vancomycin"
"Achromobacter marplatensis"	"Avoparcin"
"Achromobacter marplatensis"	"Azithromycin"
"Achromobacter marplatensis"	"Cefacetrile"
"Achromobacter marplatensis"	"Cefaclor"
"Achromobacter marplatensis"	"Cefadroxil"
"Achromobacter marplatensis"	"Cefaloridine"
"Achromobacter marplatensis"	"Cefamandole"
"Achromobacter marplatensis"	"Cefatrizine"
"Achromobacter marplatensis"	"Cefazedone"
"Achromobacter marplatensis"	"Cefazolin"
"Achromobacter marplatensis"	"Cefmetazole"
"Achromobacter marplatensis"	"Cefonicid"
"Achromobacter marplatensis"	"Ceforanide"
"Achromobacter marplatensis"	"Cefotetan"
"Achromobacter marplatensis"	"Cefotiam"
"Achromobacter marplatensis"	"Cefoxitin"
"Achromobacter marplatensis"	"Cefprozil"
"Achromobacter marplatensis"	"Cefroxadine"
"Achromobacter marplatensis"	"Ceftezole"
"Achromobacter marplatensis"	"Cefuroxime"
"Achromobacter marplatensis"	"Cephalexin"
"Achromobacter marplatensis"	"Cephalothin"
"Achromobacter marplatensis"	"Cephapirin"
"Achromobacter marplatensis"	"Cephradine"
"Achromobacter marplatensis"	"Clarithromycin"
"Achromobacter marplatensis"	"Clindamycin"
"Achromobacter marplatensis"	"Cycloserine"
"Achromobacter marplatensis"	"Dalbavancin"
"Achromobacter marplatensis"	"Dirithromycin"
"Achromobacter marplatensis"	"Erythromycin"
"Achromobacter marplatensis"	"Flurithromycin"
"Achromobacter marplatensis"	"Fusidic acid"
"Achromobacter marplatensis"	"Josamycin"
"Achromobacter marplatensis"	"Lincomycin"
"Achromobacter marplatensis"	"Linezolid"
"Achromobacter marplatensis"	"Loracarbef"
"Achromobacter marplatensis"	"Midecamycin"
"Achromobacter marplatensis"	"Miocamycin"
"Achromobacter marplatensis"	"Norvancomycin"
"Achromobacter marplatensis"	"Oleandomycin"
"Achromobacter marplatensis"	"Oritavancin"
"Achromobacter marplatensis"	"Benzylpenicillin"
"Achromobacter marplatensis"	"Pirlimycin"
"Achromobacter marplatensis"	"Pristinamycin"
"Achromobacter marplatensis"	"Quinupristin/dalfopristin"
"Achromobacter marplatensis"	"Ramoplanin"
"Achromobacter marplatensis"	"Rifampicin"
"Achromobacter marplatensis"	"Rokitamycin"
"Achromobacter marplatensis"	"Roxithromycin"
"Achromobacter marplatensis"	"Spiramycin"
"Achromobacter marplatensis"	"Tedizolid"
"Achromobacter marplatensis"	"Teicoplanin"
"Achromobacter marplatensis"	"Teicoplanin-macromethod"
"Achromobacter marplatensis"	"Telavancin"
"Achromobacter marplatensis"	"Telithromycin"
"Achromobacter marplatensis"	"Thiacetazone"
"Achromobacter marplatensis"	"Troleandomycin"
"Achromobacter marplatensis"	"Vancomycin"
"Achromobacter mucicolens"	"Avoparcin"
"Achromobacter mucicolens"	"Azithromycin"
"Achromobacter mucicolens"	"Cefacetrile"
"Achromobacter mucicolens"	"Cefaclor"
"Achromobacter mucicolens"	"Cefadroxil"
"Achromobacter mucicolens"	"Cefaloridine"
"Achromobacter mucicolens"	"Cefamandole"
"Achromobacter mucicolens"	"Cefatrizine"
"Achromobacter mucicolens"	"Cefazedone"
"Achromobacter mucicolens"	"Cefazolin"
"Achromobacter mucicolens"	"Cefmetazole"
"Achromobacter mucicolens"	"Cefonicid"
"Achromobacter mucicolens"	"Ceforanide"
"Achromobacter mucicolens"	"Cefotetan"
"Achromobacter mucicolens"	"Cefotiam"
"Achromobacter mucicolens"	"Cefoxitin"
"Achromobacter mucicolens"	"Cefprozil"
"Achromobacter mucicolens"	"Cefroxadine"
"Achromobacter mucicolens"	"Ceftezole"
"Achromobacter mucicolens"	"Cefuroxime"
"Achromobacter mucicolens"	"Cephalexin"
"Achromobacter mucicolens"	"Cephalothin"
"Achromobacter mucicolens"	"Cephapirin"
"Achromobacter mucicolens"	"Cephradine"
"Achromobacter mucicolens"	"Clarithromycin"
"Achromobacter mucicolens"	"Clindamycin"
"Achromobacter mucicolens"	"Cycloserine"
"Achromobacter mucicolens"	"Dalbavancin"
"Achromobacter mucicolens"	"Dirithromycin"
"Achromobacter mucicolens"	"Erythromycin"
"Achromobacter mucicolens"	"Flurithromycin"
"Achromobacter mucicolens"	"Fusidic acid"
"Achromobacter mucicolens"	"Josamycin"
"Achromobacter mucicolens"	"Lincomycin"
"Achromobacter mucicolens"	"Linezolid"
"Achromobacter mucicolens"	"Loracarbef"
"Achromobacter mucicolens"	"Midecamycin"
"Achromobacter mucicolens"	"Miocamycin"
"Achromobacter mucicolens"	"Norvancomycin"
"Achromobacter mucicolens"	"Oleandomycin"
"Achromobacter mucicolens"	"Oritavancin"
"Achromobacter mucicolens"	"Benzylpenicillin"
"Achromobacter mucicolens"	"Pirlimycin"
"Achromobacter mucicolens"	"Pristinamycin"
"Achromobacter mucicolens"	"Quinupristin/dalfopristin"
"Achromobacter mucicolens"	"Ramoplanin"
"Achromobacter mucicolens"	"Rifampicin"
"Achromobacter mucicolens"	"Rokitamycin"
"Achromobacter mucicolens"	"Roxithromycin"
"Achromobacter mucicolens"	"Spiramycin"
"Achromobacter mucicolens"	"Tedizolid"
"Achromobacter mucicolens"	"Teicoplanin"
"Achromobacter mucicolens"	"Teicoplanin-macromethod"
"Achromobacter mucicolens"	"Telavancin"
"Achromobacter mucicolens"	"Telithromycin"
"Achromobacter mucicolens"	"Thiacetazone"
"Achromobacter mucicolens"	"Troleandomycin"
"Achromobacter mucicolens"	"Vancomycin"
"Achromobacter pestifer"	"Avoparcin"
"Achromobacter pestifer"	"Azithromycin"
"Achromobacter pestifer"	"Cefacetrile"
"Achromobacter pestifer"	"Cefaclor"
"Achromobacter pestifer"	"Cefadroxil"
"Achromobacter pestifer"	"Cefaloridine"
"Achromobacter pestifer"	"Cefamandole"
"Achromobacter pestifer"	"Cefatrizine"
"Achromobacter pestifer"	"Cefazedone"
"Achromobacter pestifer"	"Cefazolin"
"Achromobacter pestifer"	"Cefmetazole"
"Achromobacter pestifer"	"Cefonicid"
"Achromobacter pestifer"	"Ceforanide"
"Achromobacter pestifer"	"Cefotetan"
"Achromobacter pestifer"	"Cefotiam"
"Achromobacter pestifer"	"Cefoxitin"
"Achromobacter pestifer"	"Cefprozil"
"Achromobacter pestifer"	"Cefroxadine"
"Achromobacter pestifer"	"Ceftezole"
"Achromobacter pestifer"	"Cefuroxime"
"Achromobacter pestifer"	"Cephalexin"
"Achromobacter pestifer"	"Cephalothin"
"Achromobacter pestifer"	"Cephapirin"
"Achromobacter pestifer"	"Cephradine"
"Achromobacter pestifer"	"Clarithromycin"
"Achromobacter pestifer"	"Clindamycin"
"Achromobacter pestifer"	"Cycloserine"
"Achromobacter pestifer"	"Dalbavancin"
"Achromobacter pestifer"	"Dirithromycin"
"Achromobacter pestifer"	"Erythromycin"
"Achromobacter pestifer"	"Flurithromycin"
"Achromobacter pestifer"	"Fusidic acid"
"Achromobacter pestifer"	"Josamycin"
"Achromobacter pestifer"	"Lincomycin"
"Achromobacter pestifer"	"Linezolid"
"Achromobacter pestifer"	"Loracarbef"
"Achromobacter pestifer"	"Midecamycin"
"Achromobacter pestifer"	"Miocamycin"
"Achromobacter pestifer"	"Norvancomycin"
"Achromobacter pestifer"	"Oleandomycin"
"Achromobacter pestifer"	"Oritavancin"
"Achromobacter pestifer"	"Benzylpenicillin"
"Achromobacter pestifer"	"Pirlimycin"
"Achromobacter pestifer"	"Pristinamycin"
"Achromobacter pestifer"	"Quinupristin/dalfopristin"
"Achromobacter pestifer"	"Ramoplanin"
"Achromobacter pestifer"	"Rifampicin"
"Achromobacter pestifer"	"Rokitamycin"
"Achromobacter pestifer"	"Roxithromycin"
"Achromobacter pestifer"	"Spiramycin"
"Achromobacter pestifer"	"Tedizolid"
"Achromobacter pestifer"	"Teicoplanin"
"Achromobacter pestifer"	"Teicoplanin-macromethod"
"Achromobacter pestifer"	"Telavancin"
"Achromobacter pestifer"	"Telithromycin"
"Achromobacter pestifer"	"Thiacetazone"
"Achromobacter pestifer"	"Troleandomycin"
"Achromobacter pestifer"	"Vancomycin"
"Achromobacter piechaudii"	"Avoparcin"
"Achromobacter piechaudii"	"Azithromycin"
"Achromobacter piechaudii"	"Cefacetrile"
"Achromobacter piechaudii"	"Cefaclor"
"Achromobacter piechaudii"	"Cefadroxil"
"Achromobacter piechaudii"	"Cefaloridine"
"Achromobacter piechaudii"	"Cefamandole"
"Achromobacter piechaudii"	"Cefatrizine"
"Achromobacter piechaudii"	"Cefazedone"
"Achromobacter piechaudii"	"Cefazolin"
"Achromobacter piechaudii"	"Cefmetazole"
"Achromobacter piechaudii"	"Cefonicid"
"Achromobacter piechaudii"	"Ceforanide"
"Achromobacter piechaudii"	"Cefotetan"
"Achromobacter piechaudii"	"Cefotiam"
"Achromobacter piechaudii"	"Cefoxitin"
"Achromobacter piechaudii"	"Cefprozil"
"Achromobacter piechaudii"	"Cefroxadine"
"Achromobacter piechaudii"	"Ceftezole"
"Achromobacter piechaudii"	"Cefuroxime"
"Achromobacter piechaudii"	"Cephalexin"
"Achromobacter piechaudii"	"Cephalothin"
"Achromobacter piechaudii"	"Cephapirin"
"Achromobacter piechaudii"	"Cephradine"
"Achromobacter piechaudii"	"Clarithromycin"
"Achromobacter piechaudii"	"Clindamycin"
"Achromobacter piechaudii"	"Cycloserine"
"Achromobacter piechaudii"	"Dalbavancin"
"Achromobacter piechaudii"	"Dirithromycin"
"Achromobacter piechaudii"	"Erythromycin"
"Achromobacter piechaudii"	"Flurithromycin"
"Achromobacter piechaudii"	"Fusidic acid"
"Achromobacter piechaudii"	"Josamycin"
"Achromobacter piechaudii"	"Lincomycin"
"Achromobacter piechaudii"	"Linezolid"
"Achromobacter piechaudii"	"Loracarbef"
"Achromobacter piechaudii"	"Midecamycin"
"Achromobacter piechaudii"	"Miocamycin"
"Achromobacter piechaudii"	"Norvancomycin"
"Achromobacter piechaudii"	"Oleandomycin"
