"guideline"	"type"	"host"	"method"	"site"	"mo"	"rank_index"	"ab"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"	"is_SDD"
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRCLL_MLTN"	2	"LVX"	"Brucella melitensis"	"5 mcg"	50	28	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRCLL_MLTN"	2	"LVX"	"Brucella melitensis"		1e-04	1	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRCLL_MLTN"	2	"RIF"	"ECOFF"	"5 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRCLL_MLTN"	2	"RIF"	"Brucella melitensis"	"5 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRCLL_MLTN"	2	"RIF"	"Brucella melitensis"		2	2	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRCLL_MLTN"	2	"STR"	"ECOFF"	"10 mcg"	16	16	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRCLL_MLTN"	2	"STR"	"Brucella melitensis"	"10 mcg"	15	15	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRCLL_MLTN"	2	"STR"	"Brucella melitensis"		1	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRCLL_MLTN"	2	"SXT"	"Brucella melitensis"	"1.25 mcg/23.75 mcg"	29	29	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRCLL_MLTN"	2	"SXT"	"Brucella melitensis"		0.125	0.125	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRCLL_MLTN"	2	"TCY"	"Brucella melitensis"	"30 mcg"	42	42	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRCLL_MLTN"	2	"TCY"	"Brucella melitensis"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"AMC"	"ECOFF"	"20/10 mcg"	22	22	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"AMC"	"B. pseudomallei"	"20 mcg/10 mcg"	50	22	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"AMC"	"B. pseudomallei"		1e-04	8	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"CAZ"	"ECOFF"	"10 mcg"	21	21	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"CAZ"	"B. pseudomallei"	"10 mcg"	50	18	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"CAZ"	"B. pseudomallei"		1e-04	8	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"CHL"	"ECOFF"	"30 mcg"	19	19	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"CHL"	"B. pseudomallei"	"30 mcg"	50	22	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"CHL"	"B. pseudomallei"		1e-04	8	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"DOX"	"B. pseudomallei"		1e-04	2	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"IPM"	"ECOFF"	"10 mcg"	29	29	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"IPM"	"B. pseudomallei"	"10 mcg"	29	29	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"IPM"	"B. pseudomallei"		2	2	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"MEM"	"ECOFF"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"MEM"	"B. pseudomallei"	"10 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"MEM"	"B. pseudomallei"		2	2	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"SXT"	"ECOFF"	"1.25/23.75 mcg"	27	27	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_BRKHL_PSDM"	2	"SXT"	"B. pseudomallei"	"1.25 mcg/23.75 mcg"	50	17	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_BRKHL_PSDM"	2	"SXT"	"B. pseudomallei"		1e-04	4	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_BRKHL_PSDM"	2	"TCY"	"ECOFF"	"30 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"	"Screen"	"B_BRKHL_PSDM"	2	"TCY"	"B. pseudomallei"	"30 mcg"	23	23	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_COLI"	2	"CIP"	"ECOFF"	"5 mcg"	26	26	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_COLI"	2	"CIP"	"C. jejuni, C. coli"	"5 mcg"	50	26	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_COLI"	2	"CIP"	"C. jejuni, C. coli"		1e-04	0.5	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_COLI"	2	"ERY"	"ECOFF"	"15 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_COLI"	2	"ERY"	"C. jejuni, C. coli"	"15 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_COLI"	2	"ERY"	"C. jejuni, C. coli"		8	8	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_COLI"	2	"GEN"	"ECOFF"	"10 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_COLI"	2	"TCY"	"ECOFF"	"30 mcg"	30	30	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_COLI"	2	"TCY"	"C. jejuni, C. coli"	"30 mcg"	30	30	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_COLI"	2	"TCY"	"C. jejuni, C. coli"		2	2	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_JEJN"	2	"CIP"	"ECOFF"	"5 mcg"	26	26	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_JEJN"	2	"CIP"	"C. jejuni, C. coli"	"5 mcg"	50	26	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_JEJN"	2	"CIP"	"C. jejuni, C. coli"		1e-04	0.5	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_JEJN"	2	"ERY"	"ECOFF"	"15 mcg"	22	22	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_JEJN"	2	"ERY"	"C. jejuni, C. coli"	"15 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_JEJN"	2	"ERY"	"C. jejuni, C. coli"		4	4	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CMPYL_JEJN"	2	"TCY"	"ECOFF"	"30 mcg"	30	30	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CMPYL_JEJN"	2	"TCY"	"C. jejuni, C. coli"	"30 mcg"	30	30	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CMPYL_JEJN"	2	"TCY"	"C. jejuni, C. coli"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRDDS_DFFC"	2	"FDX"	"C. difficile"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRDDS_DFFC"	2	"MTR"	"C. difficile"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRDDS_DFFC"	2	"VAN"	"C. difficile"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"CIP"	"Corynebacterium spp."	"5 mcg"	50	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"CIP"	"Corynebacterium spp."		1e-04	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"CLI"	"Corynebacterium spp."	"2 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"CLI"	"Corynebacterium spp."		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"LNZ"	"Corynebacterium spp."	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"LNZ"	"Corynebacterium spp."		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"MFX"	"Corynebacterium spp."	"5 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"MFX"	"Corynebacterium spp."		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"PEN"	"Corynebacterium spp."	"1 unit"	50	12	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"PEN"	"Corynebacterium spp."		1e-04	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"RIF"	"Corynebacterium spp."	"5 mcg"	30	30	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"RIF"	"Corynebacterium spp."		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"TCY"	"Corynebacterium spp."	"30 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"TCY"	"Corynebacterium spp."		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB"	3	"VAN"	"Corynebacterium spp."	"5 mcg"	17	17	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB"	3	"VAN"	"Corynebacterium spp."		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"AMX"	"Corynebacterium diphtheriae and C. ulcerans"		1	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"CIP"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	50	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"CIP"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"CLI"	"Corynebacterium diphtheriae and C. ulcerans"	"2 mcg"	15	15	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"CLI"	"Corynebacterium diphtheriae and C. ulcerans"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"CTX"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	50	15	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"CTX"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"DOX"	"Corynebacterium diphtheriae and C. ulcerans"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"ERY"	"Corynebacterium diphtheriae and C. ulcerans"	"15 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"ERY"	"Corynebacterium diphtheriae and C. ulcerans"		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"LNZ"	"Corynebacterium diphtheriae and C. ulcerans"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"LNZ"	"Corynebacterium diphtheriae and C. ulcerans"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"MEM"	"Corynebacterium diphtheriae and C. ulcerans"	"10 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"MEM"	"Corynebacterium diphtheriae and C. ulcerans"		0.25	0.25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"PEN"	"Corynebacterium diphtheriae and C. ulcerans"	"1 unit"	50	12	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"PEN"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"RIF"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"RIF"	"Corynebacterium diphtheriae and C. ulcerans"		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"SXT"	"Corynebacterium diphtheriae and C. ulcerans"	"1.25 mcg/23.75 mcg"	23	23	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"SXT"	"Corynebacterium diphtheriae and C. ulcerans"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_DPHT"	2	"TCY"	"Corynebacterium diphtheriae and C. ulcerans"	"30 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_DPHT"	2	"TCY"	"Corynebacterium diphtheriae and C. ulcerans"		1	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"AMX"	"Corynebacterium diphtheriae and C. ulcerans"		1	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"CIP"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	50	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"CIP"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"CTX"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	50	15	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"CTX"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"DOX"	"Corynebacterium diphtheriae and C. ulcerans"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"ERY"	"Corynebacterium diphtheriae and C. ulcerans"	"15 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"ERY"	"Corynebacterium diphtheriae and C. ulcerans"		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"LNZ"	"Corynebacterium diphtheriae and C. ulcerans"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"LNZ"	"Corynebacterium diphtheriae and C. ulcerans"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"MEM"	"Corynebacterium diphtheriae and C. ulcerans"	"10 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"MEM"	"Corynebacterium diphtheriae and C. ulcerans"		0.25	0.25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"PEN"	"Corynebacterium diphtheriae and C. ulcerans"	"1 unit"	50	12	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"PEN"	"Corynebacterium diphtheriae and C. ulcerans"		1e-04	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"RIF"	"Corynebacterium diphtheriae and C. ulcerans"	"5 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"RIF"	"Corynebacterium diphtheriae and C. ulcerans"		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"SXT"	"Corynebacterium diphtheriae and C. ulcerans"	"1.25 mcg/23.75 mcg"	23	23	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"SXT"	"Corynebacterium diphtheriae and C. ulcerans"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CRYNB_ULCR"	2	"TCY"	"Corynebacterium diphtheriae and C. ulcerans"	"30 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CRYNB_ULCR"	2	"TCY"	"Corynebacterium diphtheriae and C. ulcerans"		1	1	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTBCTR_ACNS"	2	"CLI"	"C. acnes"	"2 mcg"	26	26	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTBCTR_ACNS"	2	"CLI"	"C. acnes"		0.25	0.25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTBCTR_ACNS"	2	"MEM"	"C. acnes"	"10 mcg"	28	28	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTBCTR_ACNS"	2	"MEM"	"C. acnes"		0.125	0.125	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTBCTR_ACNS"	2	"PEN"	"C. acnes"	"1 unit"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTBCTR_ACNS"	2	"PEN"	"C. acnes"		0.064	0.064	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTBCTR_ACNS"	2	"TZP"	"C. acnes"	"30 mcg/6 mcg"	27	27	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTBCTR_ACNS"	2	"TZP"	"C. acnes"		0.25	0.25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTBCTR_ACNS"	2	"VAN"	"C. acnes"	"5 mcg"	22	22	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTBCTR_ACNS"	2	"VAN"	"C. acnes"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"	"Uncomplicated urinary tract infection"	"B_CTRBC"	3	"MEC"	"Enterobacterales"	"10 mcg"	15	15	TRUE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"	"Uncomplicated urinary tract infection"	"B_CTRBC"	3	"MEC"	"Enterobacterales"		8	8	TRUE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"AMK"	"ECOFF"	"30 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"AMP"	"ECOFF"	"10 mcg"	6	6	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"CAZ"	"ECOFF"	"10 mcg"	19	19	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"CIP"	"ECOFF"	"5 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"CTX"	"ECOFF"	"5 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"FOX"	"ECOFF"	"30 mcg"	19	19	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"GEN"	"ECOFF"	"10 mcg"	15	15	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"TMP"	"ECOFF"	"5 mcg"	20	20	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"TOB"	"ECOFF"	"10 mcg"	13	13	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_FRND"	2	"TZP"	"ECOFF"	"30/6 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"AMK"	"ECOFF"	"30 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"AMP"	"ECOFF"	"10 mcg"	14	14	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"CAZ"	"ECOFF"	"10 mcg"	21	21	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"CFR"	"ECOFF"	"30 mcg"	16	16	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"CIP"	"ECOFF"	"5 mcg"	26	26	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"CTX"	"ECOFF"	"5 mcg"	22	22	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"GEN"	"ECOFF"	"10 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"MEM"	"ECOFF"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRBC_KOSR"	2	"TGC"	"Enterobacterales"	"15 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRBC_KOSR"	2	"TGC"	"Enterobacterales"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"TMP"	"ECOFF"	"5 mcg"	21	21	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"TOB"	"ECOFF"	"10 mcg"	17	17	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_CTRBC_KOSR"	2	"TZP"	"ECOFF"	"30/6 mcg"	18	18	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"CLI"	"C. perfringens"	"2 mcg"	19	19	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"CLI"	"C. perfringens"		0.25	0.25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"MEM"	"C. perfringens"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"MEM"	"C. perfringens"		0.125	0.125	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"MTR"	"C. perfringens"	"5 mcg"	16	16	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"MTR"	"C. perfringens"		4	4	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"PEN"	"C. perfringens"	"1 unit"	15	15	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"PEN"	"C. perfringens"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"TZP"	"C. perfringens"	"30 mcg/6 mcg"	24	24	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"TZP"	"C. perfringens"		0.5	0.5	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"		"B_CTRDM_PRFR"	2	"VAN"	"C. perfringens"	"5 mcg"	12	12	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"		"B_CTRDM_PRFR"	2	"VAN"	"C. perfringens"		2	2	FALSE	FALSE
"EUCAST 2024"	"human"	"human"	"DISK"	"Uncomplicated urinary tract infection"	"B_ENTRBC"	3	"MEC"	"Enterobacterales"	"10 mcg"	15	15	TRUE	FALSE
"EUCAST 2024"	"human"	"human"	"MIC"	"Uncomplicated urinary tract infection"	"B_ENTRBC"	3	"MEC"	"Enterobacterales"		8	8	TRUE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_ENTRBC_CLOC"	2	"AMP"	"ECOFF"	"10 mcg"	14	14	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_ENTRBC_CLOC"	2	"CAZ"	"ECOFF"	"10 mcg"	19	19	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_ENTRBC_CLOC"	2	"CIP"	"ECOFF"	"5 mcg"	23	23	FALSE	FALSE
"EUCAST 2024"	"ECOFF"	"ECOFF"	"DISK"		"B_ENTRBC_CLOC"	2	"CTB"	"ECOFF"	"30 mcg"	20	20	FALSE	FALSE
