"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Oxygen tolerance"
155988,,"CCUG 59914",0,"Acinetobacter guillouiae",aerobe
156161,,"CCUG 60587",0,"Acinetobacter guillouiae",aerobe
8142,1271,"DSM 22705, CCM 7267, CCUG 51248, NIPH 2150, RUH 422",1,"Acinetobacter gyllenbergii",aerobe
136752,,"CIP 110451, NIPH 230, CCUG 56138",0,"Acinetobacter gyllenbergii",aerobe
155027,,"CCUG 56140",0,"Acinetobacter gyllenbergii",aerobe
155226,,"CCUG 56995",0,"Acinetobacter gyllenbergii",aerobe
156967,,"CCUG 67703",0,"Acinetobacter haemolyticus",aerobe
130451,,"DSM 100418, CGMCC 1.12528, HITLi 7, KCTC 32411, CCUG 69700, CIP 110764",1,"Acinetobacter harbinensis",aerobe
8148,A648,"DSM 25388, CCM 7832, CIP 110367, MTCC 10660, CCUG 69702",1,"Acinetobacter indicus",aerobe
131299,1NM-4,"DSM 100979, CCTCC AB 2014199, GIMCC 1.656, KCTC 42012, CCUG 69701",0,"Acinetobacter indicus",aerobe
8088,3865/60,"DSM 6963, ATCC 17909, CIP 64.6, NCTC 10308, CCUG 19095, NCTC 12154",1,"Acinetobacter johnsonii",aerobe
146704,,"CCUG 31979, NCIMB 9871",0,"Acinetobacter johnsonii",aerobe
155468,,"CCUG 57820",0,"Acinetobacter johnsonii",aerobe
155674,,"CCUG 58904 Q",0,"Acinetobacter johnsonii",aerobe
155677,,"CCUG 58937",0,"Acinetobacter johnsonii",aerobe
155682,,"CCUG 58982",0,"Acinetobacter johnsonii",aerobe
155891,,"CCUG 59570",0,"Acinetobacter johnsonii",aerobe
156125,,"CCUG 60467",0,"Acinetobacter johnsonii",aerobe
156256,,"CCUG 60882",0,"Acinetobacter johnsonii",aerobe
156334,,"CCUG 61200",0,"Acinetobacter johnsonii",aerobe
156585,,"CCUG 63064",0,"Acinetobacter johnsonii",aerobe
8087,17AO4,"CCUG 50767, DSM 14968, CIP 107470",0,"Acinetobacter junii",aerobe
142791,,"CCUG 14819",0,"Acinetobacter junii",aerobe
155469,,"CCUG 57821",0,"Acinetobacter junii",aerobe
24224,11-0202,"DSM 29071, JCM 18512, KCTC 32033, CCUG 69703, CIP 110699",1,"Acinetobacter kookii",aerobe
134915,,"CIP 110605, JCM 17071, KEMC 5401-037, CCUG 69704",1,"Acinetobacter kyonggiensis",aerobe
140631,,"CCUG 68785, NRRL B-41902",1,"Acinetobacter lactucae",aerobe
133403,BRTC-1,"ACCC 19936, JCM 31367",1,"Acinetobacter larvae",aerobe
157184,,"CCUG 70277",1,"Acinetobacter libanensis",aerobe
139606,,"CIP 70.31, ATCC 9957, CCUG 61662, LMG 985, CNCTC Mi 3/65",0,"Acinetobacter lwoffii",aerobe
149260,,"CCUG 37364",0,"Acinetobacter lwoffii",aerobe
155119,,"CCUG 56521",0,"Acinetobacter lwoffii",aerobe
155467,,"CCUG 57819",0,"Acinetobacter lwoffii",aerobe
155496,,"CCUG 57888",0,"Acinetobacter lwoffii",aerobe
155617,,"CCUG 58423",0,"Acinetobacter lwoffii",aerobe
155925,,"CCUG 59661",0,"Acinetobacter lwoffii",aerobe
155983,,"CCUG 59881",0,"Acinetobacter lwoffii",aerobe
156001,,"CCUG 59975",0,"Acinetobacter lwoffii",aerobe
156039,,"CCUG 60151",0,"Acinetobacter lwoffii",aerobe
156087,,"CCUG 60343",0,"Acinetobacter lwoffii",aerobe
156142,,"CCUG 60534",0,"Acinetobacter lwoffii",aerobe
156460,,"CCUG 61917",0,"Acinetobacter lwoffii",aerobe
163942,GC2,"JCM 31073, DSM 26953",0,"Acinetobacter lwoffii","obligate aerobe"
8137,SW-3,"DSM 16312, CIP 110634, KCTC 12259, CCUG 56484",1,"Acinetobacter marinus",aerobe
139492,,"CIP 110444, NIPH 236, CCUG 67964, CCM 8639",1,"Acinetobacter modestus",aerobe
,,,,,"obligate aerobe"
157172,,"CCUG 70030",0,"Acinetobacter modestus",aerobe
130450,,"CCUG 68431, CIP 110549, DSM 29975, CECT 8127, LMG 26958, SAP 763.2",1,"Acinetobacter nectaris",aerobe
132120,,"DSM 102856, CCM 7791, CNCTC 7433, LMG 10619, NIPH 2119, CCUG 61663, RUH 2376",1,"Acinetobacter nosocomialis",aerobe
155259,,"CCUG 57124",0,"Acinetobacter nosocomialis",aerobe
155465,,"CCUG 57817, LMG 10617",0,"Acinetobacter nosocomialis",aerobe
155642,,"CCUG 58563",0,"Acinetobacter nosocomialis",aerobe
157136,,"CCUG 69705, KCTC 23045, JCM 16667",0,"Acinetobacter oleivorans",aerobe
135099,,"CIP 110628, LMG 25575, CGMCC 1.10689, CCUG 69706",1,"Acinetobacter oryzae",aerobe
143461,,"CCUG 19391",0,"Acinetobacter parvus","obligate aerobe"
150562,,"CCUG 41605",0,"Acinetobacter parvus",microaerophile
152037,,"CCUG 45618",0,"Acinetobacter parvus",microaerophile
153436,,"CCUG 49585",0,"Acinetobacter parvus",microaerophile
153921,,"CCUG 51650",0,"Acinetobacter parvus",microaerophile
158638,LW15,"MCCC 1K03337, CICC 24241, KCTC 62134, JCM 32101",1,"Acinetobacter piscicola",aerobe
,,,,,"facultative anaerobe"
8146,,"CCUG 61664, NCDC KC739, DSM 25618, ATCC 19004, CIP 70.29, LMG 1035, NIPH 519, RUH 2206",1,"Acinetobacter pittii",aerobe
155107,,"CCUG 56494",0,"Acinetobacter pittii",aerobe
155164,,"CCUG 56689",0,"Acinetobacter pittii",aerobe
155200,,"CCUG 56887",0,"Acinetobacter pittii",aerobe
155215,,"CCUG 56940",0,"Acinetobacter pittii",aerobe
155466,,"CCUG 57818",0,"Acinetobacter pittii",aerobe
155626,,"CCUG 58506",0,"Acinetobacter pittii",aerobe
155627,,"CCUG 58522",0,"Acinetobacter pittii",aerobe
155643,,"CCUG 58581",0,"Acinetobacter pittii",aerobe
155647,,"CCUG 58633",0,"Acinetobacter pittii",aerobe
155654,,"CCUG 58661",0,"Acinetobacter pittii",aerobe
156066,,"CCUG 60254",0,"Acinetobacter pittii",microaerophile
156310,,"CCUG 61123",0,"Acinetobacter pittii",aerobe
156395,,"CCUG 61553",0,"Acinetobacter pittii",aerobe
156447,,"CCUG 61836",0,"Acinetobacter pittii",aerobe
156512,,"CCUG 62275",0,"Acinetobacter pittii",aerobe
156861,,"CCUG 66170",0,"Acinetobacter pittii",aerobe
157137,,"KCTC 42611, CCUG 69708",0,"Acinetobacter plantarum",aerobe
133162,,"ANC 4149, CCM 8637, CCUG 67962, CNCTC 7530",1,"Acinetobacter pragensis",aerobe
139427,,"CIP 110482, NIPH 809, CCUG 14818, CCUG 67965, CCM 8640",1,"Acinetobacter proteolyticus",aerobe
,,,,,"obligate aerobe"
156978,,"CCUG 67963",0,"Acinetobacter pseudolwoffii",aerobe
164465,S23,"JCM 33150, KACC 19921",1,"Acinetobacter pullicarnis","obligate aerobe"
132918,BQ4-1,"DSM 105039, CFCC 10780, JCM 18011, CCUG 69709",1,"Acinetobacter puyangensis",aerobe
157139,,"CCUG 69710",1,"Acinetobacter qingfengensis",aerobe
8096,FO-1,"DSM 6976, ATCC 43998, IAM 13186, CCUG 56440, CIP 103788, LMG 10613, JCM 9326, NBRC 102413, NCIMB 12753",1,"Acinetobacter radioresistens",aerobe
155470,,"CCUG 57822",0,"Acinetobacter radioresistens",aerobe
155574,,"CCUG 58199",0,"Acinetobacter radioresistens",aerobe
155608,,"CCUG 58362",0,"Acinetobacter radioresistens",aerobe
155713,,"CCUG 59117",0,"Acinetobacter radioresistens",aerobe
155833,,"CCUG 59434",0,"Acinetobacter radioresistens",aerobe
155952,,"CCUG 59753",0,"Acinetobacter radioresistens",aerobe
156455,,"CCUG 61887",0,"Acinetobacter radioresistens",aerobe
157140,,"CCUG 69711, KCTC 42011",0,"Acinetobacter refrigeratoris",aerobe
8147,G30,"DSM 24031, CCUG 57889, CECT 7818, LMG 26107",1,"Acinetobacter rudis",aerobe
155493,,"CCUG 57885",0,"Acinetobacter rudis",aerobe
8134,,"DSM 16038, CNCTC 6736, LMG 19576, NIPH 1034, CCUG 45560, KCTC 12409, CIP 107287",1,"Acinetobacter schindleri",aerobe
155586,,"CCUG 58255",0,"Acinetobacter schindleri",aerobe
156833,,"CCUG 65967",0,"Acinetobacter schindleri",aerobe
8138,SW-100,"CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260",1,"Acinetobacter seohaensis",aerobe
23129,AK001,"DSM 19415, CIP 110587, CCUG 56015",1,"Acinetobacter septicus",aerobe
159774,WCHAc060041,"CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,"Acinetobacter sichuanensis",aerobe
8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,"Acinetobacter soli",aerobe
157050,,"CCUG 69144",0,"Acinetobacter soli",aerobe
145292,,"CCUG 28111",0,"Acinetobacter sp.",aerobe
147888,,"CCUG 34436",0,"Acinetobacter sp.",aerobe
153974,,"CCUG 51807",0,"Acinetobacter sp.",aerobe
154900,,"CCUG 55620",0,"Acinetobacter sp.",aerobe
155009,,"CCUG 56074",0,"Acinetobacter sp.",microaerophile
155078,,"CCUG 56403",0,"Acinetobacter sp.",aerobe
155186,,"CCUG 56841",0,"Acinetobacter sp.",aerobe
155775,,"CCUG 59279",0,"Acinetobacter sp.",aerobe
155943,,"CCUG 59716",0,"Acinetobacter sp.",aerobe
155944,,"CCUG 59717",0,"Acinetobacter sp.",aerobe
156283,,"CCUG 61022",0,"Acinetobacter sp.",aerobe
152762,,"CCUG 47563 B",0,"Acinetobacter tandoii",aerobe
8130,7N16,"DSM 14971, CIP 107465, CCUG 50768",1,"Acinetobacter tjernbergiae",aerobe
8123,AB1110,"DSM 14962, CIP 107472, CCUG 50769, CCM 7201",1,"Acinetobacter towneri",aerobe
8135,,"CCUG 45559, ATCC BAA 617, KCTC 12410, CCM 7024, CIP 107286, DSM 16037, CNCTC 6735, LMG 19575, NIPH 137",1,"Acinetobacter ursingii",aerobe
154881,,"CCUG 55524",0,"Acinetobacter ursingii",microaerophile
155369,,"CCUG 57481",0,"Acinetobacter ursingii",aerobe
155560,,"CCUG 58156",0,"Acinetobacter ursingii",aerobe
155696,,"CCUG 59020",0,"Acinetobacter ursingii",aerobe
156882,,"CCUG 66323",0,"Acinetobacter ursingii",aerobe
155953,,"CCUG 59763",0,"Acinetobacter variabilis",aerobe
155982,,"CCUG 59880",0,"Acinetobacter variabilis",aerobe
156607,,"CCUG 63497",0,"Acinetobacter variabilis",aerobe
8144,"RAG-1, Vaneechoutte ACI 403","KCTC 2702, BCRC 14357, DSM 23050, ATCC 31012, CCUG 45561, LMG 19082, LUH 3904, NIPH 1925",1,"Acinetobacter venetianus",aerobe
156011,,"CCUG 60049, NRRL B-59471",0,"Acinetobacter venetianus",aerobe
139493,,"CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,"Acinetobacter vivianii",aerobe
,,,,,"obligate aerobe"
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,"Acinetobacter wuhouensis",aerobe
134305,JC2129,"KCTC 12704, JCM 14002",1,"Actibacter sediminis",aerobe
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,"Actibacterium mucosum",aerobe
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,"Actibacterium pelagium",aerobe
141055,LS-811,"BCRC 80823, JCM 30681",1,"Actibacterium ureilyticum",aerobe
17014,,"DSM 45503, BCC 28622, NBRC 104354, NRRL B-24610, GMKU 931, JCM 17235, TBRC 563",1,"Actinoallomurus acaciae",aerobe
23336,2614A723,"DSM 45727, CCTCC AA 2012001, JCM 31201",1,"Actinoallomurus acanthiterrae",aerobe
17007,TT00-28,"DSM 45447, KCTC 19537, NBRC 103682",1,"Actinoallomurus amamiensis",aerobe
132110,A3015,"DSM 45445, KCTC 19535, NBCR 103678, NBRC 103678",1,"Actinoallomurus caesius",aerobe
17008,TT04-09,"DSM 45450, KCTC 19542, NBRC 103688",1,"Actinoallomurus coprocola",aerobe
17009,TT99-66,"DSM 45446, KCTC 19536, NBRC 103680",1,"Actinoallomurus fulvus",aerobe
17010,TT02-47,"DSM 45448, KCTC 19539, NBRC 103685",1,"Actinoallomurus iriomotensis",aerobe
17011,TT02-15,"DSM 45452, KCTC 19538, NBRC 103683",1,"Actinoallomurus luridus",aerobe
17015,,"DSM 45651, BCC 31373, NBRC 105246, GMKU 370, JCM 17933, TBRC 390",1,"Actinoallomurus oryzae",aerobe
17012,TTN02-30,"DSM 45449, KCTC 19541, NBRC 103687",1,"Actinoallomurus purpureus",aerobe
17016,K08-0182,"DSM 45523, JCM 17294, NBRC 107678",1,"Actinoallomurus radicium",aerobe
17006,"FYU A 116","DSM 43459, ATCC 27298, BCRC 13386, CBS 261.72, CIP 105479, IFO 14099, IMET 9752, JCM 3146, KCC A-0146, KCTC 9252, NBRC 14099, NCIB 11118, NRRL B-16128, IMSNU 20015, MTCC 2556, NCIMB 11118",1,"Actinoallomurus spadix",aerobe
17013,TTN02-22,"DSM 45451, KCTC 19540, NBRC 103686",1,"Actinoallomurus yoronensis",aerobe
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,"Actinoalloteichus spitiensis",aerobe
11691,F66,"DSM 26423, CCM 7846, CCUG 60324",1,"Actinobacillus anseriformium",microaerophile
151618,,"CCUG 44466",0,"Actinobacillus anseriformium",microaerophile
11688,"P. 907","DSM 22258, ATCC 13376, CCUG 24862, CIP 107664, MCCM 00398, CCM 5500, Wetmore 1706",1,"Actinobacillus arthritidis",microaerophile
152515,,"CCUG 46989",0,"Actinobacillus capsulatus",microaerophile
11671,M906/93,"CCUG 41362, CIP 106129, NCIMB 13567, DSM 11374, NCTC 12870",1,"Actinobacillus delphinicola",microaerophile
152311,,"CCUG 46400",0,"Actinobacillus equuli subsp. haemolyticus",microaerophile
11674,F141,"DSM 14528, CCUG 15571",0,"Actinobacillus genomospecies 2",aerobe
11677,"12, P 578","DSM 22262, ATCC 49457, CCUG 19800, CIP 102631, NCTC 11529",1,"Actinobacillus hominis",microaerophile
144137,,"CCUG 23131",0,"Actinobacillus hominis",aerobe
11679,,"CIP 107665, DSM 22256, ATCC 49236, CCUG 41384, CIP 53.130, NCTC 4189",1,"Actinobacillus lignieresii",aerobe
11678,"CM 2","DSM 19770, ATCC 19363, JCM 2431, NCTC 4976, CCUG 23133, ATCC 19393",0,"Actinobacillus lignieresii",microaerophile
143981,,"CCUG 22229",0,"Actinobacillus lignieresii",aerobe
11672,,"DSM 13472, ATCC 27088, CCM 5869, Shope 4074",1,"Actinobacillus pleuropneumoniae",microaerophile
138969,,"CIP 104082, CCUG 41657",0,"Actinobacillus pleuropneumoniae",microaerophile
11684,NM319,"DSM 22435, CCUG 38924, CIP 105315",1,"Actinobacillus porcinus",aerobe
,,,,,microaerophile
151557,,"CCUG 44312",0,"Actinobacillus rossii",aerobe
152827,,"CCUG 47722",0,"Actinobacillus rossii",aerobe
,,,,,microaerophile
11686,M2000/95/1,"DSM 22205, CCUG 46379, CIP 105697, NCTC 12922",1,"Actinobacillus scotiae",microaerophile
143363,,"CCUG 18731",0,"Actinobacillus seminis",microaerophile
144191,,"CCUG 23440",0,"Actinobacillus seminis",microaerophile
152745,,"CCUG 47532",0,"Actinobacillus sp.",microaerophile
11687,130Z,"DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,"Actinobacillus succinogenes",aerobe
11682,,"DSM 22433, ATCC 33415, CCM 5586, CCUG 11624, CIP 103354, NCTC 12996",1,"Actinobacillus suis",microaerophile
144139,,"CCUG 23136",0,"Actinobacillus suis",microaerophile
152808,,"CCUG 47662",0,"Actinobacillus suis",microaerophile
152809,,"CCUG 47663",0,"Actinobacillus suis",microaerophile
11670,3520/59,"DSM 5568, ATCC 25976, NCTC 10219, CCUG 2139",1,"Actinobacillus ureae",microaerophile
142640,,"CCUG 13515",0,"Actinobacillus ureae",microaerophile
152319,,"CCUG 46419",0,"Actinobacillus ureae",microaerophile
152408,,"CCUG 46713",0,"Actinobacillus ureae",microaerophile
153136,,"CCUG 48551",0,"Actinobacillus ureae",microaerophile
166219,W1618,"LMG 30745, NCTC 14090",1,"Actinobacillus vicugnae",aerobe
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,"Actinobaculum massiliense",anaerobe
,,,,,microaerophile
147,,"DSM 19118, CCUG 47753, CIP 107404",0,"Actinobaculum massiliense",anaerobe
155510,,"CCUG 57921",0,"Actinobaculum massiliense",anaerobe
155511,,"CCUG 57922",0,"Actinobaculum massiliense",anaerobe
155769,,"CCUG 59258 B",0,"Actinobaculum massiliense",anaerobe
155842,,"CCUG 59462",0,"Actinobaculum massiliense",anaerobe
156633,,"CCUG 63759 A",0,"Actinobaculum massiliense",anaerobe
156677,,"CCUG 64074",0,"Actinobaculum massiliense",anaerobe
156990,,"CCUG 68253",0,"Actinobaculum massiliense",anaerobe
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,"Actinobaculum suis",anaerobe
,,,,,"obligate anaerobe"
143456,,"CCUG 19370",0,"Actinobaculum suis",anaerobe
7797,CS5-AC17,"DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,"Actinocatenispora rupis",aerobe
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,"Actinocatenispora thailandica",aerobe
16914,N3-7,"DSM 45040, JCM 13278, NRRL B-24429, BCRC 16845, CIP 109251, NBRC 106142, NCIMB 14302",1,"Actinocorallia cavernae",aerobe
132532,3H-GS17,"DSM 100595, CGMCC 4.7282, JCM 31763",1,"Actinocorallia lasiicapitis",aerobe
132014,OB1,"DSM 45618, ATCC BAA 2771",1,"Actinocrinis puniceicyclus",aerobe
132668,MI503-A4,"DSM 45934, NBRC 109632",1,"Actinocrispum wychmicini",aerobe
140670,R434,"KEMB 9005-403, KACC 18904, JCM 31557",1,"Actinokineospora acnipugnans",aerobe
13511,03-9939,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,"Actinokineospora alba",aerobe
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,"Actinokineospora bangkokensis",aerobe
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,"Actinokineospora diospyrosa",aerobe
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,"Actinokineospora globicatena",aerobe
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,"Actinokineospora inagensis",aerobe
13210,,"DSM 45613, JCM 17695, YIM 75948, NBRC 111522",1,"Actinokineospora soli",aerobe
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,"Actinokineospora terrae",aerobe
16995,,"DSM 45045, CCTCC AA 206005, CIP 109812, JCM 14906, NBRC 103884, YIM 45681",1,"Actinomadura alba",aerobe
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,"Actinomadura bangladeshensis",aerobe
158373,,"DSM 108647, NBRC 113074, TBRC 7225, GKU 128",1,"Actinomadura barringtoniae",aerobe
16997,3-45-a(11),"DSM 45346, JCM 13932, MTCC 8056",1,"Actinomadura chokoriensis",aerobe
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,"Actinomadura craniellae",aerobe
130742,DLS-70,"DSM 45941, KCTC 29224",1,"Actinomadura darangshiensis",aerobe
159889,,"CGMCC 4.7432, KCTC 39998, BMP B8004, JCM 33401",1,"Actinomadura deserti",aerobe
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,"Actinomadura flavalba",aerobe
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,"Actinomadura geliboluensis",aerobe
16998,WCC-2265,"DSM 45195, BCC 72026, CCUG 56181, NBRC 105837, JCM 17316, TBRC 4745",1,"Actinomadura keratinilytica",aerobe
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,"Actinomadura kijaniata",aerobe
16981,"1065, A 10","DSM 43382, ATCC BAA 277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,"Actinomadura latina",aerobe
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,"Actinomadura logoneensis",aerobe
17002,"DLS-45, 5DSM 45252","DSM 45252, KCTC 19558, JCM 17440",1,"Actinomadura meridiana",aerobe
133428,BC44T-5,"FIRDI 002, BCRC 16873, LMG 24335, JCM 16702, NCIMB 14658",1,"Actinomadura miaoliensis",aerobe
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,"Actinomadura montaniterrae",aerobe
16977,,"DSM 44761, CCUG 46403",0,"Actinomadura nitritigenes",microaerophile
16978,,"DSM 44762, CCUG 47067",0,"Actinomadura nitritigenes",microaerophile
164563,LD22,"JCM 33455, CCTCC AA 2018050",1,"Actinomadura physcomitrii",aerobe
158374,SDA37,"DSM 108648, KCTC 39965, NBRC 112909, TISTR 2523",1,"Actinomadura rhizosphaerae",aerobe
166237,,"LMG 30035, CECT 9808, ATCC 53664",1,"Actinomadura roseirufa",aerobe
16991,"HMC 1","DSM 44962, JCM 14907, NRRL B-24458",1,"Actinomadura rudentiformis",aerobe
17003,CS5-AC15,"DSM 45251, KCTC 19559",1,"Actinomadura rupiterrae",aerobe
17001,"R-Ac121, 5DSM 45225","DSM 45225, KCTC 19488",1,"Actinomadura scrupuli",aerobe
133727,,"CCTCC AA 2010009, DSM 45500, YIM M 10931, JCM 31202",1,"Actinomadura sediminis",aerobe
16960,,"DSM 44763, CCUG 48058",0,"Actinomadura sp.",microaerophile
154575,,"CCUG 54455",0,"Actinomadura sp.",microaerophile
17000,,"DSM 45233, CCUG 56589, IMMIB L-889",1,"Actinomadura sputi",microaerophile
24654,BK147,"DSM 46742, KACC 20919, NCIMB 14771, NRRL B-24852, JCM 32746, NBRC 109779",1,"Actinomadura xylanilytica",aerobe
148,P2S,"DSM 43014, ATCC 13683",1,"Actinomyces bovis",anaerobe
177,M1327/95/1,"DSM 15435, CCUG 37421, CIP 106647",1,"Actinomyces bowdenii","facultative anaerobe"
,,,,,microaerophile
131091,"21_37, ERD15F","DSM 28589",0,"Actinomyces bowdenii",microaerophile
147910,,"CCUG 34477",0,"Actinomyces bowdenii",microaerophile
175,M1192/98/1,"DSM 15415, CCUG 41709, CIP 106507",1,"Actinomyces catuli","facultative anaerobe"
,,,,,microaerophile
150948,,"CCUG 42832, DSM 10006",0,"Actinomyces catuli",microaerophile
189,R18165,"DSM 19115, CCUG 48064, CIP 108337, KCTC 15232",1,"Actinomyces dentalis",anaerobe
149,Sh8/4303,"DSM 20671, ATCC 43322, NCTC 11490, CCUG 32758",1,"Actinomyces denticolens",anaerobe
,,,,,microaerophile
147914,,"CCUG 34481",0,"Actinomyces denticolens",anaerobe
,,,,,microaerophile
140372,pika_113,"DSM 104049, CGMCC 4.7372",1,"Actinomyces gaoshouyii","facultative anaerobe"
159,2-606-032,"DSM 6844, ATCC 23860, CDC W838, CIP 105418, JCM 12963, VPI 12594, CCUG 32936, CCUG 34703",1,"Actinomyces gerencseriae",anaerobe
,,,,,microaerophile
151044,,"CCUG 43151",0,"Actinomyces gerencseriae",anaerobe
151994,,"CCUG 45476",0,"Actinomyces gerencseriae",anaerobe
186,,"DSM 15540, CCUG 27294, CIP 105737, CCM 4739",1,"Actinomyces graevenitzii","facultative anaerobe"
,,,,,microaerophile
138236,,"CIP 105738, CCUG 29516",0,"Actinomyces graevenitzii",anaerobe
,,,,,microaerophile
146952,,"CCUG 32536",0,"Actinomyces graevenitzii",anaerobe
,,,,,microaerophile
148604,,"CCUG 35697",0,"Actinomyces graevenitzii",anaerobe
,,,,,microaerophile
152244,,"CCUG 46196",0,"Actinomyces graevenitzii",microaerophile
152519,,"CCUG 46994",0,"Actinomyces graevenitzii",microaerophile
152640,,"CCUG 47256",0,"Actinomyces graevenitzii",microaerophile
152878,,"CCUG 47855",0,"Actinomyces graevenitzii",microaerophile
152964,,"CCUG 48141",0,"Actinomyces graevenitzii",microaerophile
153181,,"CCUG 48659",0,"Actinomyces graevenitzii",microaerophile
153186,,"CCUG 48673",0,"Actinomyces graevenitzii",microaerophile
153253,,"CCUG 48895",0,"Actinomyces graevenitzii",anaerobe
,,,,,microaerophile
153344,,"CCUG 49289",0,"Actinomyces graevenitzii",anaerobe
153643,,"CCUG 50473",0,"Actinomyces graevenitzii",microaerophile
153878,,"CCUG 51480",0,"Actinomyces graevenitzii",microaerophile
153949,,"CCUG 51733",0,"Actinomyces graevenitzii",microaerophile
153952,,"CCUG 51746",0,"Actinomyces graevenitzii",anaerobe
153986,,"CCUG 51841",0,"Actinomyces graevenitzii",microaerophile
154116,,"CCUG 52426",0,"Actinomyces graevenitzii",anaerobe
154760,,"CCUG 55107",0,"Actinomyces graevenitzii",anaerobe
155191,,"CCUG 56860",0,"Actinomyces graevenitzii",microaerophile
155247,,"CCUG 57065",0,"Actinomyces graevenitzii",anaerobe
155266,,"CCUG 57140",0,"Actinomyces graevenitzii",microaerophile
147057,,"CCUG 32757, ATCC 43323, NCTC 11636",1,"Actinomyces howellii",anaerobe
,,,,,microaerophile
151,,"DSM 43320, ATCC 12102, JCM 12964, CCUG 18307, IMET 10792, CCUG 2271, NIH 277, WVU 46, CIP 103259, KCTC 15377, NCTC 12972",1,"Actinomyces israelii",anaerobe
150,,"CCUG 34702, DSM 43011, ATCC 10048, NHI 1829",0,"Actinomyces israelii",anaerobe
152,,"DSM 43323, WVU 339",0,"Actinomyces israelii",anaerobe
136339,,"CIP 104730, CCUG 4867, NCTC 4860",0,"Actinomyces israelii",anaerobe
141881,,"CCUG 8060",0,"Actinomyces israelii",anaerobe
146033,,"CCUG 30217",0,"Actinomyces israelii",microaerophile
147537,,"CCUG 33763",0,"Actinomyces israelii",anaerobe
148548,,"CCUG 35624",0,"Actinomyces israelii",anaerobe
148770,,"CCUG 35922",0,"Actinomyces israelii",anaerobe
,,,,,microaerophile
152583,,"CCUG 47135",0,"Actinomyces israelii",anaerobe
