GUIDELINES	TESTMETHOD	POTENCY	ORG_CODE	BREAKPOINT_TYPE	HOST	SITE_INF	REF_TABLE	REF_SEQ	WHON5_CODE	WHON5_TEST	DISK_R	DISK_I	DISK_S	MIC_S	MIC_R
CLSI11	DISK	5ug	bce	Human	Human				LVX	LVX_ND5					
CLSI11	DISK	10ug	bce	Human	Human				MEM	MEM_ND10	15	16-19	20		
CLSI11	DISK	75ug	bce	Human	Human				TCC	TCC_ND75					
CLSI11	MIC		BCS	Human	Human				AMK	AMK_NM				16	64
CLSI11	MIC		BCS	Human	Human				AMP	AMP_NM				0.25	0.5
CLSI11	MIC		BCS	Human	Human				CAZ	CAZ_NM				8	32
CLSI11	MIC		BCS	Human	Human				CHL	CHL_NM				8	32
CLSI11	MIC		BCS	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		BCS	Human	Human				CLI	CLI_NM				0.5	4
CLSI11	MIC		BCS	Human	Human				CRO	CRO_NM				8	64
CLSI11	MIC		BCS	Human	Human				CTX	CTX_NM				8	64
CLSI11	MIC		BCS	Human	Human				CZO	CZO_NM				8	16
CLSI11	MIC		BCS	Human	Human				ERY	ERY_NM				0.5	8
CLSI11	MIC		BCS	Human	Human				GEN	GEN_NM				4	16
CLSI11	MIC		BCS	Human	Human				IPM	IPM_NM				4	16
CLSI11	MIC		BCS	Human	Human				LVX	LVX_NM				2	8
CLSI11	MIC		BCS	Human	Human				PEN	PEN_NM				0.125	0.25
CLSI11	MIC		BCS	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		BCS	Human	Human				SXT	SXT_NM				2	4
CLSI11	MIC		BCS	Human	Human				TCY	TCY_NM				4	16
CLSI11	MIC		BCS	Human	Human				VAN	VAN_NM				4	
CLSI11	MIC		bma	Human	Human				CAZ	CAZ_NM				8	32
CLSI11	MIC		bma	Human	Human				DOX	DOX_NM				4	16
CLSI11	MIC		bma	Human	Human				IPM	IPM_NM				4	16
CLSI11	MIC		bma	Human	Human				TCY	TCY_NM				4	16
CLSI11	MIC		BR-	Human	Human				DOX	DOX_NM				1	
CLSI11	MIC		BR-	Human	Human				GEN	GEN_NM				4	
CLSI11	MIC		BR-	Human	Human				STR	STR_NM				8	
CLSI11	MIC		BR-	Human	Human				SXT	SXT_NM				2	
CLSI11	MIC		BR-	Human	Human				TCY	TCY_NM				1	
CLSI11	MIC		CAM	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		CAM	Human	Human				DOX	DOX_NM				2	8
CLSI11	MIC		CAM	Human	Human				ERY	ERY_NM				8	32
CLSI11	MIC		CAM	Human	Human				TCY	TCY_NM				4	16
CLSI11	MIC		CAR	Human	Human				AMC	AMC_NM				4	8
CLSI11	MIC		CAR	Human	Human				AMP	AMP_NM				1	4
CLSI11	MIC		CAR	Human	Human				AZM	AZM_NM				4	
CLSI11	MIC		CAR	Human	Human				CHL	CHL_NM				4	16
CLSI11	MIC		CAR	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		CAR	Human	Human				CLR	CLR_NM				8	32
CLSI11	MIC		CAR	Human	Human				CRO	CRO_NM				2	
CLSI11	MIC		CAR	Human	Human				CTX	CTX_NM				2	
CLSI11	MIC		CAR	Human	Human				IPM	IPM_NM				0.5	2
CLSI11	MIC		CAR	Human	Human				LVX	LVX_NM				2	8
CLSI11	MIC		CAR	Human	Human				MEM	MEM_NM				0.5	2
CLSI11	MIC		CAR	Human	Human				PEN	PEN_NM				1	4
CLSI11	MIC		CAR	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		CAR	Human	Human				SAM	SAM_NM				2	4
CLSI11	MIC		CAR	Human	Human				SXT	SXT_NM				0.5	4
CLSI11	MIC		CAR	Human	Human				TCY	TCY_NM				2	8
CLSI11	MIC		COF	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		COF	Human	Human				CLI	CLI_NM				0.5	4
CLSI11	MIC		COF	Human	Human				CRO	CRO_NM				1	4
CLSI11	MIC		COF	Human	Human				CTX	CTX_NM				1	4
CLSI11	MIC		COF	Human	Human				DAP	DAP_NM				1	
CLSI11	MIC		COF	Human	Human				DOX	DOX_NM				4	16
CLSI11	MIC		COF	Human	Human				ERY	ERY_NM				0.5	2
CLSI11	MIC		COF	Human	Human				FEP	FEP_NM				1	4
CLSI11	MIC		COF	Human	Human				GEN	GEN_NM				4	16
CLSI11	MIC		COF	Human	Human				IPM	IPM_NM				4	16
CLSI11	MIC		COF	Human	Human				LNZ	LNZ_NM				2	
CLSI11	MIC		COF	Human	Human				MEM	MEM_NM				4	16
CLSI11	MIC		COF	Human	Human				PEN	PEN_NM				1	4
CLSI11	MIC		COF	Human	Human				QDA	QDA_NM				1	4
CLSI11	MIC		COF	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		COF	Human	Human				SXT	SXT_NM				2	4
CLSI11	MIC		COF	Human	Human				TCY	TCY_NM				4	16
CLSI11	MIC		COF	Human	Human				VAN	VAN_NM				2	
CLSI11	MIC		EIK	Human	Human				AMC	AMC_NM				4	8
CLSI11	MIC		EIK	Human	Human				AMP	AMP_NM				1	4
CLSI11	MIC		EIK	Human	Human				AZM	AZM_NM				4	
CLSI11	MIC		EIK	Human	Human				CHL	CHL_NM				4	16
CLSI11	MIC		EIK	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		EIK	Human	Human				CLR	CLR_NM				8	32
CLSI11	MIC		EIK	Human	Human				CRO	CRO_NM				2	
CLSI11	MIC		EIK	Human	Human				CTX	CTX_NM				2	
CLSI11	MIC		EIK	Human	Human				IPM	IPM_NM				0.5	2
CLSI11	MIC		EIK	Human	Human				LVX	LVX_NM				2	8
CLSI11	MIC		EIK	Human	Human				MEM	MEM_NM				0.5	2
CLSI11	MIC		EIK	Human	Human				PEN	PEN_NM				1	4
CLSI11	MIC		EIK	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		EIK	Human	Human				SAM	SAM_NM				2	4
CLSI11	MIC		EIK	Human	Human				SXT	SXT_NM				0.5	4
CLSI11	MIC		EIK	Human	Human				TCY	TCY_NM				2	8
CLSI11	DISK	10ug	ENT	Human	Human				AMP	AMP_ND10	16	-	17		
CLSI11	DISK	15ug	HA-	Human	Human				TLT	TLT_ND15	11	12-14	15		
CLSI11	DISK	10ug	HA-	Human	Human				TVA	TVA_ND10		-	22		
CLSI11	DISK	100ug	HA-	Human	Human				TZP	TZP_ND100		-	21		
CLSI11	MIC		HA-	Human	Human				AMC	AMC_NM				4	8
CLSI11	MIC		HA-	Human	Human				AMP	AMP_NM				1	4
CLSI11	MIC		HA-	Human	Human				ATM	ATM_NM				2	
CLSI11	MIC		HA-	Human	Human				AZM	AZM_NM				4	
CLSI11	MIC		HA-	Human	Human				CAT	CAT_NM				4	16
CLSI11	MIC		HA-	Human	Human				CAZ	CAZ_NM				2	
CLSI11	MIC		HA-	Human	Human				CDR	CDR_NM				1	
CLSI11	MIC		HA-	Human	Human				CEC	CEC_NM				8	32
CLSI11	MIC		HA-	Human	Human				CFM	CFM_NM				1	
CLSI11	MIC		HA-	Human	Human				CHL	CHL_NM				2	8
CLSI11	MIC		HA-	Human	Human				CID	CID_NM				4	16
CLSI11	MIC		HA-	Human	Human				CIP	CIP_NM				1	
CLSI11	MIC		HA-	Human	Human				CLR	CLR_NM				8	32
CLSI11	MIC		HA-	Human	Human				CPD	CPD_NM				2	
CLSI11	MIC		HA-	Human	Human				CPR	CPR_NM				8	32
CLSI11	MIC		HA-	Human	Human				CRO	CRO_NM				2	
CLSI11	MIC		HA-	Human	Human				CTB	CTB_NM				2	
CLSI11	MIC		HA-	Human	Human				CTX	CTX_NM				2	
CLSI11	MIC		HA-	Human	Human				CXA	CXA_NM				4	16
CLSI11	MIC		HA-	Human	Human				CXM	CXM_NM				4	16
CLSI11	MIC		HA-	Human	Human				CZX	CZX_NM				2	
CLSI11	MIC		HA-	Human	Human				ETP	ETP_NM				0.5	
CLSI11	MIC		HA-	Human	Human				FEP	FEP_NM				2	
CLSI11	MIC		HA-	Human	Human				FLE	FLE_NM				2	
CLSI11	MIC		HA-	Human	Human				GAT	GAT_NM				1	
CLSI11	MIC		HA-	Human	Human				GEM	GEM_NM				0.125	
CLSI11	MIC		HA-	Human	Human				GRX	GRX_NM				0.5	
CLSI11	MIC		HA-	Human	Human				IPM	IPM_NM				4	
CLSI11	MIC		HA-	Human	Human				LOM	LOM_NM				2	
CLSI11	MIC		HA-	Human	Human				LOR	LOR_NM				8	32
CLSI11	MIC		HA-	Human	Human				LVX	LVX_NM				2	
CLSI11	MIC		HA-	Human	Human				MAN	MAN_NM				4	16
CLSI11	MIC		HA-	Human	Human				MEM	MEM_NM				0.5	
CLSI11	MIC		HA-	Human	Human				MFX	MFX_NM				1	
CLSI11	MIC		HA-	Human	Human				OFX	OFX_NM				2	
CLSI11	MIC		HA-	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		HA-	Human	Human				SAM	SAM_NM				2	4
CLSI11	MIC		HA-	Human	Human				SPX	SPX_NM				0.25	
CLSI11	MIC		HA-	Human	Human				SXT	SXT_NM				0.5	4
CLSI11	MIC		HA-	Human	Human				TCY	TCY_NM				2	8
CLSI11	MIC		HA-	Human	Human				TLT	TLT_NM				4	16
CLSI11	MIC		HA-	Human	Human				TVA	TVA_NM				1	
CLSI11	MIC		HA-	Human	Human				TZP	TZP_NM				1	2
CLSI11	MIC		hpy	Human	Human				CLR	CLR_NM				0.25	1
CLSI11	DISK	5ug	hso	Human	Human				ENR	ENR_ND5	16	17-20	21		
CLSI11	DISK	100ug	hso	Human	Human				SPT	SPT_ND100	10	11-13	14		
CLSI11	MIC		hso	Human	Human				ENR	ENR_NM				0.25	2
CLSI11	MIC		KIN	Human	Human				AZM	AZM_NM				4	
CLSI11	MIC		KIN	Human	Human				CHL	CHL_NM				4	16
CLSI11	MIC		KIN	Human	Human				CIP	CIP_NM				1	4
CLSI11	MIC		KIN	Human	Human				CLR	CLR_NM				8	32
CLSI11	MIC		KIN	Human	Human				CRO	CRO_NM				2	
CLSI11	MIC		KIN	Human	Human				CTX	CTX_NM				2	
CLSI11	MIC		KIN	Human	Human				IPM	IPM_NM				0.5	2
CLSI11	MIC		KIN	Human	Human				LVX	LVX_NM				2	8
CLSI11	MIC		KIN	Human	Human				MEM	MEM_NM				0.5	2
CLSI11	MIC		KIN	Human	Human				PEN	PEN_NM				1	4
CLSI11	MIC		KIN	Human	Human				RIF	RIF_NM				1	4
CLSI11	MIC		KIN	Human	Human				SXT	SXT_NM				0.5	4
CLSI11	MIC		KIN	Human	Human				TCY	TCY_NM				2	8
CLSI11	MIC		LAC	Human	Human				AMP	AMP_NM				8	
CLSI11	MIC		LAC	Human	Human				CLI	CLI_NM				0.5	2
CLSI11	MIC		LAC	Human	Human				DAP	DAP_NM				4	
CLSI11	MIC		LAC	Human	Human				ERY	ERY_NM				0.5	8
CLSI11	MIC		LAC	Human	Human				GEN	GEN_NM				4	16
CLSI11	MIC		LAC	Human	Human				IPM	IPM_NM				0.5	2
CLSI11	MIC		LAC	Human	Human				LNZ	LNZ_NM				4	
CLSI11	MIC		LAC	Human	Human				PEN	PEN_NM				8	
CLSI11	MIC		LAC	Human	Human				VAN	VAN_NM				2	16
CLSI11	MIC		LEU	Human	Human				AMP	AMP_NM				8	
CLSI11	MIC		LEU	Human	Human				CHL	CHL_NM				8	32
CLSI11	MIC		LEU	Human	Human				GEN	GEN_NM				4	16
CLSI11	MIC		LEU	Human	Human				MNO	MNO_NM				4	16
CLSI11	MIC		LEU	Human	Human				PEN	PEN_NM				8	
CLSI11	DISK	10ug	lmo	Human	Human				AMP	AMP_ND10					
CLSI11	DISK	10units	lmo	Human	Human				PEN	PEN_ND10					
CLSI11	MIC		lmo	Human	Human				AMP	AMP_NM				2	
CLSI11	MIC		lmo	Human	Human				PEN	PEN_NM				2	
CLSI11	MIC		lmo	Human	Human				SXT	SXT_NM				0.5	4
CLSI11	DISK	30ug	NFR	Human	Human				AMK	AMK_ND30					
CLSI11	DISK	30ug	NFR	Human	Human				ATM	ATM_ND30					
CLSI11	DISK	30ug	NFR	Human	Human				CAZ	CAZ_ND30					
CLSI11	DISK	75ug	NFR	Human	Human				CFP	CFP_ND75					
CLSI11	DISK	30ug	NFR	Human	Human				CHL	CHL_ND30					
CLSI11	DISK	5ug	NFR	Human	Human				CIP	CIP_ND5					
CLSI11	DISK	10ug	NFR	Human	Human				COL	COL_ND10					
CLSI11	DISK	100ug	NFR	Human	Human				CRB	CRB_ND100					
CLSI11	DISK	30ug	NFR	Human	Human				CRO	CRO_ND30					
CLSI12	MIC		spn	Human	Human	Non-meningitis	Table 2G	6.00	AMC	AMC_NM				2	8
CLSI12	MIC		STR	Human	Human		Table 2H-1		AMC	AMC_NM					
CLSI12	MIC		STA	Human	Human		Table 2C	7.00	AMC	AMC_NM				4	8
CLSI12	MIC		NFR	Human	Human		Table 2B-5	21.00	AMK	AMK_NM					
CLSI12	MIC		AER	Human	Human		M45 Table 2		AMK	AMK_NM				16	64
CLSI12	MIC		ban	Human	Human		M45 Table 16		AMK	AMK_NM					
BSAC00	DISK	20/10ug	pmi	Human	Human	Urine			AMC	AMC_BD20	17	-	18		
BSAC00	DISK	25ug	pmi	Human	Human				AMP	AMP_BD25	24	-	25		
BSAC00	DISK	200ug	pmi	Human	Human				FOS	FOS_BD200	33	-	34		
BSAC00	DISK	30ug	pmi	Human	Human				LEX	LEX_BD30	11	-	12		
BSAC00	DISK	10ug	pmi	Human	Human				MEC	MEC_BD10	13	14-18	19		
BSAC00	MIC		pmi	Human	Human	Urine			AMC	AMC_BM				32	64
BSAC00	MIC		pmi	Human	Human				AMP	AMP_BM				32	64
BSAC00	DISK	30ug	PS-	Human	Human				AMK	AMK_BD30	17	18-21	22		
BSAC00	DISK	30ug	PS-	Human	Human				ATM	ATM_BD30	33	-	34		
BSAC00	DISK	30ug	PS-	Human	Human				CAZ	CAZ_BD30	23	-	24		
BSAC00	DISK	1ug	PS-	Human	Human				CIP	CIP_BD1	9	-	10		
BSAC00	DISK	5ug	PS-	Human	Human				CIP	CIP_BD5	15	16-19	20		
BSAC00	DISK	25ug	PS-	Human	Human				COL	COL_BD25	19	-	20		
BSAC00	DISK	20ug	PS-	Human	Human				CPO	CPO_BD20	19	20-24	25		
BSAC00	DISK	30ug	PS-	Human	Human				CRO	CRO_BD30	29	-	30		
BSAC00	DISK	30ug	PS-	Human	Human				CTX	CTX_BD30	26	-	27		
BSAC00	DISK	5ug	PS-	Human	Human				GEN	GEN_BD5	14	15-21	22		
BSAC00	DISK	10ug	PS-	Human	Human				IPM	IPM_BD10	21	-	22		
BSAC00	DISK	5ug	PS-	Human	Human				LVX	LVX_BD5	17	-	18		
BSAC00	DISK	10ug	PS-	Human	Human				MEM	MEM_BD10	21	-	22		
BSAC00	DISK	1ug	PS-	Human	Human				MFX	MFX_BD1	17	18-24	25		
BSAC00	DISK	10ug	PS-	Human	Human				NET	NET_BD10	15	16-18	19		
BSAC00	DISK	1ug	PS-	Human	Human				OFX	OFX_BD1	12	13-19	20		
BSAC00	DISK	75/10-15ug	PS-	Human	Human				TCC	TCC_BD75	19	-	20		
BSAC00	DISK	10ug	PS-	Human	Human				TOB	TOB_BD10	16	17-19	20		
BSAC00	MIC		PS-	Human	Human				AMK	AMK_BM				4	32
BSAC00	MIC		PS-	Human	Human				CAZ	CAZ_BM				8	16
BSAC00	MIC		PS-	Human	Human				CIP	CIP_BM				1	8
BSAC00	MIC		PS-	Human	Human				CIP	CIP_BM				1	8
BSAC00	MIC		PS-	Human	Human				GEN	GEN_BM				1	8
BSAC00	MIC		PS-	Human	Human				OFX	OFX_BM				2	16
BSAC00	MIC		PS-	Human	Human				TCC	TCC_BM				16	128
BSAC00	MIC		PS-	Human	Human				TOB	TOB_BM				1	8
BSAC00	DISK	20/10ug	sap	Human	Human				AMC	AMC_BD20	27	-	28		
BSAC00	DISK	25ug	sap	Human	Human				AMP	AMP_BD25	19	-	20		
BSAC00	DISK	1ug	sap	Human	Human	Urine			CIP	CIP_BD1	17	-	18		
BSAC00	DISK	10ug	sap	Human	Human				MEC	MEC_BD10	9	-	10		
BSAC00	DISK	2.5ug	sap	Human	Human	Urine			TMP	TMP_BD2_5	14	-	15		
BSAC00	MIC		sap	Human	Human				AMC	AMC_BM				32	64
BSAC00	MIC		sap	Human	Human				AMP	AMP_BM				32	64
BSAC00	MIC		sap	Human	Human	Urine			CIP	CIP_BM				4	8
BSAC00	MIC		sap	Human	Human				MEC	MEC_BM				64	128
BSAC00	MIC		sap	Human	Human	Urine			TMP	TMP_BM				2	4
BSAC00	DISK	30ug	sau	Human	Human				AMK	AMK_BD30	18	-	19		
BSAC00	DISK	10ug	sau	Human	Human				NET	NET_BD10	23	-	24		
BSAC00	DISK	10ug	sau	Human	Human				TOB	TOB_BD10	20	-	21		
BSAC00	MIC		sau	Human	Human				AMK	AMK_BM				4	32
BSAC00	DISK	30ug	spn	Human	Human				CFR	CFR_BD30	24	-	25		
BSAC00	DISK	10ug	spn	Human	Human				CHL	CHL_BD10	17	-	18		
BSAC00	DISK	1ug	spn	Human	Human				CIP	CIP_BD1	9	-	10		
BSAC00	DISK	1ug	spn	Human	Human				CPD	CPD_BD1	21	-	22		
BSAC00	DISK	5ug	spn	Human	Human				CTX	CTX_BD5	29	-	30		
BSAC00	DISK	5ug	spn	Human	Human				CXM	CXM_BD5	24	-	25		
BSAC00	DISK	10ug	spn	Human	Human				IPM	IPM_BD10	24	-	25		
BSAC00	DISK	10ug	spn	Human	Human				MEM	MEM_BD10	27	-	28		
BSAC00	DISK	1ug	spn	Human	Human				MFX	MFX_BD1	17	-	18		
BSAC00	DISK	1ug	spn	Human	Human				OFX	OFX_BD1	19	-	20		
BSAC00	DISK	1ug	spn	Human	Human				OXA	OXA_BD1	19	-	20		
BSAC00	DISK	1unit	spn	Human	Human				PEN	PEN_BD1					
BSAC00	DISK	2ug	spn	Human	Human				RIF	RIF_BD2	21	-	22		
BSAC00	MIC		spn	Human	Human				CTX	CTX_BM				1	2
BSAC00	MIC		spn	Human	Human				CXM	CXM_BM				1	2
BSAC00	MIC		spn	Human	Human				OXA	OXA_BM				0.064	2
BSAC00	MIC		spn	Human	Human				PEN	PEN_BM				0.064	2
BSAC00	MIC		spn	Human	Human				RIF	RIF_BM				1	2
BSAC00	DISK	20/10ug	STA	Human	Human				AMC	AMC_BD20	17	-	18		
BSAC00	DISK	30ug	STA	Human	Human				AMK	AMK_BD30	21	22-24	25		
BSAC00	DISK	10ug	STA	Human	Human				CHL	CHL_BD10	19	-	20		
BSAC00	DISK	1ug	STA	Human	Human				CIP	CIP_BD1	17	-	18		
BSAC00	DISK	10ug	STA	Human	Human				GEN	GEN_BD10	19	-	20		
BSAC00	DISK	10ug	STA	Human	Human				NET	NET_BD10	29	-	30		
BSAC00	DISK	1.25ug/23.75ug	STA	Human	Human				SXT	SXT_BD1_2	16	-	17		
BSAC00	DISK	10ug	STA	Human	Human				TCY	TCY_BD10	19	-	20		
BSAC00	DISK	5ug	STA	Human	Human				TMP	TMP_BD5	19	-	20		
BSAC00	DISK	10ug	STA	Human	Human				TOB	TOB_BD10	29	-	30		
BSAC00	DISK	15ug	hin	Human	Human				AZM	AZM_BD15	19	20-34	35		
BSAC00	DISK	30ug	hin	Human	Human				CAZ	CAZ_BD30	29	-	30		
BSAC00	DISK	30ug	hin	Human	Human				CFR	CFR_BD30	36	-	37		
BSAC00	DISK	10ug	hin	Human	Human				CHL	CHL_BD10	24	-	25		
BSAC00	DISK	1ug	hin	Human	Human				CIP	CIP_BD1	27	-	28		
BSAC00	DISK	5ug	hin	Human	Human				CLR	CLR_BD5	9	10-24	25		
BSAC00	DISK	30ug	hin	Human	Human				CRO	CRO_BD30	34	-	35		
BSAC00	DISK	5ug	hin	Human	Human				CXM	CXM_BD5	19	-	20		
BSAC00	DISK	5ug	hin	Human	Human				ERY	ERY_BD5	14	15-27	28		
BSAC00	DISK	10ug	hin	Human	Human				IPM	IPM_BD10	19	-	20		
BSAC00	DISK	10ug	hin	Human	Human				MEM	MEM_BD10	27	-	28		
BSAC00	DISK	1.25ug/23.75ug	hin	Human	Human				SXT	SXT_BD1_2	21	-	22		
BSAC00	DISK	10ug	hin	Human	Human				TCY	TCY_BD10	21	-	22		
BSAC00	DISK	2.5ug	hin	Human	Human				TMP	TMP_BD2_5	20	-	21		
BSAC00	MIC		hin	Human	Human				AMC	AMC_BM				1	2
BSAC00	MIC		hin	Human	Human				AMP	AMP_BM				1	2
BSAC00	MIC		hin	Human	Human				AZM	AZM_BM				0.25	8
BSAC00	MIC		hin	Human	Human				CLR	CLR_BM				0.5	32
BSAC00	MIC		hin	Human	Human				CXM	CXM_BM				1	2
BSAC00	MIC		hin	Human	Human				ERY	ERY_BM				0.5	16
BSAC00	MIC		hin	Human	Human				TMP	TMP_BM				0.5	1
BSAC00	DISK	30ug	kpn	Human	Human				CAZ	CAZ_BD30	21	-	22		
BSAC00	DISK	5ug	ngo	Human	Human				CXM	CXM_BD5	19	-	20		
BSAC00	DISK	1unit	ngo	Human	Human				PEN	PEN_BD1	17	18-25	26		
BSAC00	DISK	2ug	ngo	Human	Human				RIF	RIF_BD2	20	-	21		
BSAC00	DISK	10ug	ngo	Human	Human				TCY	TCY_BD10	26	-	27		
BSAC00	MIC		ngo	Human	Human				CXM	CXM_BM				1	2
BSAC00	MIC		ngo	Human	Human				PEN	PEN_BM				0.064	2
BSAC00	MIC		ngo	Human	Human				RIF	RIF_BM				1	2
BSAC00	DISK	10ug	nme	Human	Human				CHL	CHL_BD10	19	-	20		
BSAC00	DISK	1ug	nme	Human	Human				CIP	CIP_BD1	31	-	32		
BSAC00	DISK	5ug	nme	Human	Human				CTX	CTX_BD5	29	-	30		
BSAC00	DISK	5ug	nme	Human	Human				ERY	ERY_BD5	26	-	27		
BSAC00	DISK	1unit	nme	Human	Human				PEN	PEN_BD1	24	-	25		
BSAC00	DISK	2ug	nme	Human	Human				RIF	RIF_BD2	29	-	30		
BSAC00	DISK	10ug	nme	Human	Human				TCY	TCY_BD10	21	-	22		
BSAC00	MIC		nme	Human	Human				CTX	CTX_BM				1	2
BSAC00	MIC		nme	Human	Human				PEN	PEN_BM				0.064	0.12
BSAC00	MIC		STA	Human	Human				AMC	AMC_BM				1	2
BSAC00	MIC		STA	Human	Human				AMK	AMK_BM				4	32
BSAC00	MIC		STA	Human	Human				TMP	TMP_BM				0.5	1
BSAC00	DISK	5ug	STA	Human	Human				MET	MET_BD5	14	-	15		
BSAC00	DISK	20/10ug	STR	Human	Human				AMC	AMC_BD20	27	-	28		
BSAC00	DISK	25ug	STR	Human	Human				AMP	AMP_BD25	25	-	26		
BSAC00	DISK	30ug	STR	Human	Human				CEP	CEP_BD30	28	-	29		
BSAC00	DISK	5ug	STR	Human	Human				CTX	CTX_BD5	27	-	28		
BSAC00	DISK	30ug	STR	Human	Human				LEX	LEX_BD30	23	-	24		
BSAC00	DISK	30ug	STR	Human	Human				LEX	LEX_BD30	24	-	25		
BSAC00	DISK	1unit	STR	Human	Human				PEN	PEN_BD1	19	-	20		
BSAC00	DISK	1.25ug/23.75ug	STR	Human	Human				SXT	SXT_BD1_2	16	-	17		
BSAC00	DISK	10ug	STR	Human	Human				TCY	TCY_BD10	19	-	20		
BSAC00	MIC		STR	Human	Human				AMC	AMC_BM				32	64
BSAC00	MIC		STR	Human	Human				AMP	AMP_BM				32	64
BSAC00	MIC		STR	Human	Human				LEX	LEX_BM				2	4
BSAC00	MIC		STR	Human	Human				PEN	PEN_BM				0.125	0.25
EUCST14	MIC		cal	Human	Human		Candida	1.00	AMB	AMB_EM				1	2
EUCST14	MIC		cal	Human	Human		Candida	6.00	VOR	VOR_EM				0.125	0.25
EUCST14	MIC		ckr	Human	Human		Candida	12.00	ANI	ANI_EM				0.064	0.12
EUCST14	MIC		cpa	Human	Human		Candida	15.00	FLU	FLU_EM				2	8
EUCST14	MIC		cpa	Human	Human		Candida	18.00	VOR	VOR_EM				0.125	0.25
EUCST14	MIC		ctr	Human	Human		Candida	22.00	POS	POS_EM				0.064	0.12
EUCST14	MIC		afu	Human	Human		Aspergillus	26.00	POS	POS_EM				0.125	0.25
CLSI11	MIC		ABI	Human	Human		M45 Table 1		FEP	FEP_NM				1	4
CLSI11	MIC		ABI	Human	Human		M45 Table 1		GAT	GAT_NM				1	4
CLSI11	MIC		ABI	Human	Human		M45 Table 1		IPM	IPM_NM				0.5	2
CLSI11	MIC		ABI	Human	Human		M45 Table 1		LVX	LVX_NM				2	8
CLSI11	MIC		ABI	Human	Human		M45 Table 1		MEM	MEM_NM				0.5	2
CLSI11	MIC		ABI	Human	Human		M45 Table 1		PEN	PEN_NM				0.125	4
CLSI11	MIC		ABI	Human	Human		M45 Table 1		VAN	VAN_NM				1	
CLSI11	DISK	10ug	AC-	Human	Human				COL	COL_ND10					
CLSI11	DISK	30ug	AC-	Human	Human				DOX	DOX_ND30	9	10-12	13		
CLSI11	DISK	10ug	AC-	Human	Human				ETP	ETP_ND10					
CLSI11	DISK	30ug	AC-	Human	Human				NET	NET_ND30					
CLSI11	DISK	300ug	AC-	Human	Human				POL	POL_ND300					
CLSI11	MIC		AC-	Human	Human				COL	COL_NM				2	4
CLSI11	MIC		AC-	Human	Human				ETP	ETP_NM					
CLSI11	MIC		AC-	Human	Human				POL	POL_NM				2	4
CLSI11	DISK	20ug	AER	Human	Human				AMC	AMC_ND20	13	14-17	18		
CLSI11	DISK	30ug	AER	Human	Human				AMK	AMK_ND30	14	15-16	17		
EUCST13	DISK	30ug	ENT	Human	Human		Enterococcus	120.00	GEH	GEH_ED30	7	-	8		
EUCST13	DISK	300ug	ENT	Human	Human		Enterococcus	121.00	STH	STH_ED300	18	-	19		
CLSI11	DISK	30ug	AER	Human	Human				ATM	ATM_ND30	17	18-20	21		
CLSI11	DISK	30ug	AER	Human	Human				CAZ	CAZ_ND30	17	18-20	21		
CLSI11	DISK	30ug	AER	Human	Human				CHL	CHL_ND30	12	13-17	18		
CLSI11	DISK	5ug	AER	Human	Human				CIP	CIP_ND5	15	16-20	21		
CLSI11	DISK	30ug	AER	Human	Human				CRO	CRO_ND30	19	20-22	23		
CLSI11	DISK	30ug	AER	Human	Human				CTX	CTX_ND30	22	23-25	26		
CLSI11	DISK	30ug	AER	Human	Human				CXM	CXM_ND30	14	15-17	18		
CLSI11	DISK	10ug	AER	Human	Human				ETP	ETP_ND10	15	16-18	19		
CLSI11	DISK	30ug	AER	Human	Human				FEP	FEP_ND30	14	15-17	18		
CLSI11	DISK	30ug	AER	Human	Human				FOX	FOX_ND30	14	15-17	18		
CLSI11	DISK	10ug	AER	Human	Human				GEN	GEN_ND10	12	13-14	15		
CLSI11	DISK	10ug	AER	Human	Human				IPM	IPM_ND10	13	14-15	16		
CLSI11	DISK	5ug	AER	Human	Human				LVX	LVX_ND5	13	14-16	17		
CLSI11	DISK	10ug	AER	Human	Human				MEM	MEM_ND10	13	14-15	16		
CLSI11	DISK	10ug	AER	Human	Human				SAM	SAM_ND10	11	12-14	15		
CLSI11	DISK	1.25ug/23.75ug	AER	Human	Human				SXT	SXT_ND1_2	10	11-15	16		
CLSI11	DISK	30ug	AER	Human	Human				TCY	TCY_ND30	11	12-14	15		
CLSI11	DISK	100ug	AER	Human	Human				TZP	TZP_ND100	17	18-20	21		
CLSI11	MIC		AER	Human	Human				AMC	AMC_NM				8	32
CLSI11	MIC		AER	Human	Human				AMK	AMK_NM				16	64
CLSI11	MIC		AER	Human	Human				ATM	ATM_NM				4	16
CLSI11	MIC		AER	Human	Human				CAZ	CAZ_NM				4	16
CLSI11	MIC		AER	Human	Human				CHL	CHL_NM				8	32
